,review,clear_review,predicted,candidat
65, Il reste 7 jours  Le 10 avril il y aura le choix entre le bulletin ZemmourEric et tous les autres bulletinsFaitesle choix de la fierté Faites le choix de la France  Vive Maubeuge vive le Nord vive les Français et vive la France   httpstcoetpwErAtvR,rest 7 jour 10 avril choix entre bulletin zemmoureric tous autr bulletinsfaitesl choix fiert fait choix franc viv maubeug viv nord viv franc viv franc httpstcoetpweratvr,0,None
64,Merci pour votre accueil Maubeuge  Mobilisezvous pour ZemmourEric cette élection est vitale   httpstcogVuBZX6ZYS,merc accueil maubeug mobilisezvous zemmoureric cet élect vital httpstcogvubzx6zy,1,None
63,Merci à PATRICKJARDIN15 de nous avoir fait lhonneur de sa présence cet aprèsmidi à Maubeuge  Patrick a perdu sa fille Nathalie le soir du Bataclan Cest pour lui et pour toutes les familles des victimes du djihadisme que nous nous battons  httpstcou4j2jYhaxE,merc patrickjardin15 avoir fait lhonneur présenc cet aprèsmid maubeug patrick a perdu fill nathal soir bataclan cest tout famill victim djihad batton httpstcou4j2jyhax,1,None
62, Rendezvous demain matin à 8h dans la matinale de publicsenatBonjourChezVous httpstcoEtbF83m1hS,rendezvous demain matin 8h matinal publicsenatbonjourchezvous httpstcoetbf83m1h,0,None
61,Cest maintenant sur publicsenat  BonjourChezVous httpstcoUPgvDymnrc,cest mainten publicsenat bonjourchezvous httpstcoupgvdymnrc,0,None
60, ZemmourEric na pas voulu mettre en compétition la question du pouvoir dachat et la question de lidentité Mais le programme est extrêmement ambitieux avec près de 28 milliards de pouvoir dachat rendus aux Français  BonjourChezVous httpstcovAz74xoBEv,zemmoureric na voulu mettr compétit question pouvoir dachat question lident programm extrêm ambiti pres 28 milliard pouvoir dachat rendus franc bonjourchezvous httpstcovaz74xobev,0,None
93, Bonsoir la FrancheComté  Mes amis cest la dernière ligne droite il reste 14 jours Nous avons une grande responsabilité car nous sommes les seuls à pouvoir perturber le scénario électoral bien huilé qui nous attend   Seloncourt httpstcoSQN6rzCv4J,bonsoir franchecomt amis cest derni lign droit rest 14 jour grand respons car seul pouvoir perturb scénario électoral bien huil attend seloncourt httpstcosqn6rzcv4j,0,None
58, Lobjectif est darriver à 64 ans à la fin du quinquennat Nous maintiendrons les systèmes de départ anticipés qui existent Lobjectif cest de garantir le financement du système et de permettre laugmentation des petites retraites par la baisse de la CSG  BonjourChezVous httpstco8zfrOIeYvV,lobject darriv 64 an fin quinquennat maintiendron system départ anticip existent lobject cest garant financ system permettr laugment petit retrait baiss csg bonjourchezvous httpstco8zfroieyvv,0,None
94,Quel accueil à Seloncourt avec NicolasBay   httpstconqPM7Lk6iv,quel accueil seloncourt nicolasbay httpstconqpm7lk6iv,0,None
97,  Si cette nouvelle envolée est un Covid léger et peu dangereux ce qui semble être le cas il faut que nous acceptions de revivre normalement Je suis contre ce pass sanitaire qui est profondément discriminatoire Pour le moment il nest pas enlevé mais suspendu  SudRadio httpstco7MXZYqdPbx,si cet nouvel envol covid leg peu danger sembl être cas faut accept revivr normal contr pass sanitair profond discriminatoir moment nest enlev suspendu sudradio httpstco7mxzyqdpbx,0,None
129, Madame Pécresse vous avez appelé à voter Macron en 2017 Pouvezvous nous dire quen aucun cas vous ne voterez pour lui si vous nêtes pas qualifiée pour le second tour  FaceABaba httpstcochpnXIidPd,madam pécress appel vot macron 2017 pouvezvous dir quen aucun cas vot si nêt qualifi second tour faceabab httpstcochpnxiidpd,0,None
128, Cest vous qui fréquentez des associations proches des frères musulmans  vous qui allez dans des écoles coraniques où des fillettes sont voilées Vous êtes compromise avec lislamisme FaceABaba httpstcoCTAz20UGZU,cest fréquent associ proch frer musulman allez écol coran où fillet voil compromis lislam faceabab httpstcoctaz20ugzu,0,None
127, Votre bras droit ECiotti le chef de la délégation LR au Parlement européen fxbellamy ou encore le sénateur LR blanc etienne expliquent quen cas de 2e tour ZemmourMacron ils voteraient Éric Zemmour Madame Pécresse ces personnes sont dextrêmedroite   FaceABaba httpstcoDFWyobPkkB,bras droit eciott chef déleg lr parl européen fxbellamy encor sénateur lr blanc etien expliquent quen cas 2e tour zemmourmacron vot éric zemmour madam pécress person dextrêmedroit faceabab httpstcodfwyobpkkb,1,None
126, Je serai ce soir à 20h dans Lheure des pros sur CNEWS HDPros2 httpstcoX7GRafRy0n,soir 20h lheur pros cnew hdpros2 httpstcox7grafry0n,0,None
125, Mon passage de ce soir dans Lheure des pros est décalé à lundi prochain donc rendezvous le 28 mars à 20h HDPros2 httpstco7GDWmSSb8m,passag soir lheur pros décal lund prochain donc rendezvous 28 mar 20h hdpros2 httpstco7gdwmssb8m,0,None
124, À demain dans le Grand Entretien de franceinter à 8h20  le79inter httpstcoTjPAy9OHKj,demain grand entretien franceint 8h20 le79int httpstcotjpay9ohkj,1,None
123,Cest maintenant sur franceinter  le79inter httpstcose8EI30XyM,cest mainten franceint le79int httpstcose8ei30xym,0,None
122, Lobjectif de la France à terme est de sortir du commandement intégré de lOTAN pour envoyer un signal dune diplomatie nonalignée cestàdire indépendante qui ne se confond pas avec les intérêts américains  le79inter httpstcocP6BqnD5mO,lobject franc term sort command integr lotan envoi signal dun diplomat nonalign cestàdir indépend confond intérêt américain le79int httpstcocp6bqnd5mo,0,None
121, Cela relève de leur liberté individuelle si des entreprises ont le souhait et la capacité financière de se retirer quelles le fassent mais je ne crois pas quil faille limposer Ces entreprises rendent dabord un service commercial à la population  le79inter Renault httpstcoFV08K5vfnx,cel relev libert individuel si entrepris souh capac financi retir quel fassent crois quil faill limpos entrepris rendent dabord servic commercial popul le79int renault httpstcofv08k5vfnx,1,None
119, Puisquon ne veut pas de frontières à lextérieur de la France et de lEurope on a des murs à lintérieur Les frontières ont été inventées pour maintenir la paix  ZemmourEric ZemmourCollineDuCrack Remigrationhttpstcob9kMuuDQeg,puisquon veut fronti lextérieur franc leurop a mur lintérieur fronti invent mainten paix zemmoureric zemmourcollineducrack remigrationhttpstcob9kmuudqeg,0,None
118, Les délinquants étrangers seront renvoyés chez eux Les autres iront en prison avec des peines plancher Nous nettoierons tout ça Ce que vous vivez est honteux et la classe politique sen moque  ZemmourEric ZemmourCollineDuCrack RemigrationhttpstcoIdwPHgfGKo,délinqu étranger renvoi chez autr iront prison pein planch nettoi tout ça viv honteux class polit sen moqu zemmoureric zemmourcollineducrack remigrationhttpstcoidwphgfgko,0,None
117, Nous vivons un phénomène démographique de masse jamais vu dans lHistoire Si on ne larrête pas la France sera un pays africain islamisé dans dix ou vingt ans Je veux lempêcher  ZemmourEric ZemmourCollineDuCrack Remigrationhttpstco5LTfXvPQOI,vivon phénomen démograph mass jam vu lhistoir si larrêt franc pay africain islamis dix vingt an veux lempêch zemmoureric zemmourcollineducrack remigrationhttpstco5ltfxvpqoi,1,None
116, La remigration est le retour au pays des personnes étrangères délinquantes ou clandestines Ce ministère donnera une efficacité diplomatique et des moyens plus importants pour parvenir à lobjectif fixé le79Inter httpstcoUKYsUXZNQz,remigr retour pay person étranger délinqu clandestin minister don efficac diplomat moyen plus import parven lobject fix le79int httpstcoukysuxznqz,1,None
114, Vous pouvez revoir mon débat avec vpecresse dans FaceÀBaba sur mon site internet  httpstcooapTU6m1Hj,pouv revoir débat vpecress faceàbab sit internet httpstcooaptu6m1hj,1,None
113, Mes amis nous y sommes  Cest la dernière ligne droite Cest lheure pour nous tous de choisir entre la continuité et le changement entre le déclassement et le redressement entre la soumission et la reconquête  ZemmourTrocadero httpstcoyOjWGGqVGf,amis cest derni lign droit cest lheur tous chois entre continu chang entre déclass redress entre soumiss reconquêt zemmourtrocadero httpstcoyojwggqvgf,0,None
112, Combien de temps avant que la France ne devienne une France africaine sous leffet conjugué de la démographie et de limmigration de masse 2060 disent certaines projections avant que le peuple historique ne devienne minoritaire 2060 cest demain   ZemmourTrocadero httpstcozeC3KfqeUy,combien temp avant franc devien franc africain sous leffet conjugu démograph limmigr mass 2060 disent certain project avant peupl histor devien minoritair 2060 cest demain zemmourtrocadero httpstcozec3kfqeuy,1,None
111, Vous en avez assez des vieux partis  Vous aspirez au rassemblement des droites  Vous rêvez dune nouvelle histoire politique Il ny a quun choix utile cest celui qui dans lisoloir nous permettra de relever la tête  cest le vote ZemmourEric   ZemmourTrocadero httpstcoON3wQ8U4Re,assez vieux part aspir rassembl droit rêv dun nouvel histoir polit ny a quun choix util cest celui lisoloir permettr relev têt cest vot zemmoureric zemmourtrocadero httpstcoon3wq8u4r,0,None
110, Et cest à vous den décider maintenant  Rendezvous le 10 avril prochain pour écrire une nouvelle page de lhistoire de France Vive les Français vive la France   ZemmourTrocadero httpstcofInYgqwGYl,cest den décid mainten rendezvous 10 avril prochain écrir nouvel pag lhistoir franc viv franc viv franc zemmourtrocadero httpstcofinygqwgyl,1,None
108, RÉUNION PUBLIQUE  Nous vous attendons nombreux à Seloncourt Doubs avec NicolasBay  ce mardi 29 mars à 19h30 Inscrivezvous ici  httpstco7kPEWtqa00 httpstcod26vPdQxaK,réunion publiqu attendon nombreux seloncourt doub nicolasbay mard 29 mar 19h30 inscrivezvous ici httpstco7kpewtqa00 httpstcod26vpdqxak,0,None
106,Depuis hier nous assistons à une déplorable petite musique médiatique autour du Macron assassin entendu à loccasion du meeting dE Zemmour Ce qui naurait dû être quune info accessoire est montée en épingle pour transformer ce sujet en polémique  ZemmourTrocadéro httpstcohHlv3TWqqe,depuis hi assiston déplor petit musiqu médiat autour macron assassin entendu loccas meeting zemmour naur dû être quun info accessoir mont épingl transform sujet polem zemmourtrocadéro httpstcohhlv3twqq,0,None
105,Mon passage de ce soir sur CNEWS est annulé en raison des restrictions de temps de parole mais retrouvonsnous demain matin à 8h15 sur SudRadio  GrandMatinSudRadio httpstcoms93AwPggC,passag soir cnew annul raison restrict temp parol retrouvonsnous demain matin 8h15 sudradio grandmatinsudradio httpstcoms93awpggc,0,None
103, Rendezvous demain soir à 19h30 à Seloncourt dans le Doubs où nous tiendrons une réunion publique avec NicolasBay Inscrivezvous vite  httpstco7kPEWtqa00 httpstcoyKWywYQtfV,rendezvous demain soir 19h30 seloncourt doub où tiendron réunion publiqu nicolasbay inscrivezvous vit httpstco7kpewtqa00 httpstcoykwywyqtfv,0,None
100,Cest maintenant sur SudRadio  GrandMatinSudRadio httpstcovuOW1yQrBW,cest mainten sudradio grandmatinsudradio httpstcovuow1yqrbw,0,None
99,  La politique pénale ne répond plus aujourdhui à cet ensauvagement il ny a pas assez de places dans les prisons notre système carcéral permet les remises automatiques de peines Les journalistes auraient dû analyser cette colère des Français  SudRadio ZemmourTrocadéro httpstcoIvpFS1AvN1,polit pénal répond plus aujourdhui cet ensauvag ny a assez plac prison system carcéral permet remis automat pein journal dû analys cet coler franc sudradio zemmourtrocadéro httpstcoivpfs1avn1,0,None
98,  Que les sondages soient bons ou mauvais il faut les prendre avec beaucoup de précaution Aux dernières régionales en PACA Thierry Mariani était donné gagnant dans tous les cas de figure Et il a perdu avec 10 points de moins que les prévisions  SudRadio httpstcopsk5kT33Ns,sondag bon mauv faut prendr beaucoup précaut derni régional pac thierry marian don gagn tous cas figur a perdu 10 point moin prévis sudradio httpstcopsk5kt33n,0,None
96, Jétais ce matin invitée sur SudRadio Si vous avez manqué le passage voici le lien vers sa rediffusion  httpstcoDasiPIupLD,jet matin invit sudradio si manqu passag voic lien ver rediffu httpstcodasipiupld,0,None
57, Jétais ce matin invitée sur publicsenat Pour voir le passage voici la rediffusion BonjourChezVous httpstcou7s6BHQh9a,jet matin invit publicsenat voir passag voic rediffu bonjourchezvous httpstcou7s6bhqh9,1,None
66, Oui nous avons eu raison de traiter à la fois le sujet du grand remplacement et celui du grand appauvrissement à la fois lidentité et le pouvoir dachat Parce que les deux non seulement ne sopposent pas mais sont liés   Maubeuge httpstcoVzWDz1Cq2Q,oui raison trait fois sujet grand remplac celui grand appauvr fois lident pouvoir dachat parc deux non seul sopposent li maubeug httpstcovzwdz1cq2q,1,None
55, Président je rendrai visite à la famille de JeremyCohen un jeune homme handicapé de Bobigny Agressé par une bande de racailles il est mort renversé par un tramway en tentant de séchapper  ZemmourEric 10MinutesPourConvaincre JeVoteEricZemmourhttpstcolcVrBODpGs,président rendr visit famill jeremycohen jeun homm handicap bobigny agress band racaill mort renvers tramway tent séchapp zemmoureric 10minutespourconvaincr jevoteericzemmourhttpstcolcvrbodpg,1,None
30, Mais comment ne pas comprendre cette jeunesse déboussolée  Vous qui avait été dépossédés de votre histoire et condamnés à lamnésie historique dépossédés de votre fierté dhéritiers sous les coups de boutoir de la repentance dépossédés de votre culture   ZemmourJeunes httpstcojCtmFmJnxi,comment comprendr cet jeuness déboussol dépossed histoir condamn lamnes histor dépossed fiert dhériti sous coup boutoir repent dépossed cultur zemmourjeun httpstcojctmfmjnx,0,None
29, Vous êtes lincarnation de cet avenir vous êtes le cœur battant de cette campagne vous êtes le souffle qui balaie la morosité vous êtes lénergie qui abat tous les désespoirs Dimanche choisissez le vote davenir  Votez en masse ZemmourEric   ZemmourJeunes httpstcoNVnslVgz3p,lincarn cet aven cœur batt cet campagn souffl balai moros lénerg abat tous désespoir dimanch chois vot daven vot mass zemmoureric zemmourjeun httpstconvnslvgz3p,1,None
28, Ne soyez jamais des indifférents mais les engagés qui feront la différence Dimanche prochain soyez le Français qui fera la différence  Vive la jeunesse de France et surtout surtout vive la France   ZemmourJeunes httpstcoCe4VuEd9G8,jam indifférent engag feront différent dimanch prochain franc fer différent viv jeuness franc surtout surtout viv franc zemmourjeun httpstcoce4vued9g8,1,None
56, Je vous donne rendezvous demain à Avignon pour un meeting avec stanislasrig et BdelaChesnais Quel plaisir de revenir dans mon ancien département délection  VaucluseInscrivezvous  httpstcogRr3CL9eiC httpstcozCONQXTlqO,don rendezvous demain avignon meeting stanislasrig bdelachesn quel plais reven ancien départ délect vaucluseinscrivezvous httpstcogrr3cl9eic httpstcozconqxtlqo,1,None
27,Magnifique dernier meeting de campagne dZemmourEric avant le 1er tour  Merci Jeunesse de France   ZemmourJeunes httpstcodfy1u9W10u,magnif derni meeting campagn dzemmoureric avant 1er tour merc jeuness franc zemmourjeun httpstcodfy1u9w10u,1,None
26, Vous êtes la génération lucide à qui on ne fera pas croire que le grand remplacement est une théorie complotiste et linsécurité un sentiment  Regardez mon discours à la Jeunesse de France en intégralité httpstcoD5qF6WAb0xZemmourJeunes httpstcoJj2mqeGI4m,géner lucid fer croir grand remplac théor complot linsécur sent regard discour jeuness franc intégral httpstcod5qf6wab0xzemmourjeun httpstcojj2mqegi4m,1,None
23,Cest maintenant   ZemmourLive  httpstcoAJc2Ymb7Dh httpstco1V9mb5St4d,cest mainten zemmourl httpstcoajc2ymb7dh httpstco1v9mb5st4d,0,None
22,Bravo à tous les militants qui ont tout donné pendant des mois pour faire gagner ZemmourEric et la France JeVoteZemmour JeVote Présidentielles2022 httpstcoeDVnfKZchS,bravo tous milit tout don pend mois fair gagn zemmoureric franc jevotezemmour jevot présidentielles2022 httpstcoedvnfkzch,0,None
21,Français dimanche est une journée importante pour notre pays Vous avez la possibilité de changer les choses Ne laissez pas les sondages décider à votre place Dimanche aucune voix ne doit manquer votez et faites voter ZemmourEric  JeVoteZemmour presidentielles2022 httpstco9ZmKNc5WRy,franc dimanch journ import pay possibil chang chos laiss sondag décid plac dimanch aucun voix doit manqu vot fait vot zemmoureric jevotezemmour presidentielles2022 httpstco9zmknc5wry,0,None
20,Je serai ce soir à 20h sur TF1JeVote presidentielles2022 httpstcoZNaqxuhWNg,soir 20h tf1jevot presidentielles2022 httpstcoznaqxuhwng,0,None
19, Il y a une déception évidemment mais nous avons un parti avec 120000 adhérents qui sest installé et qui va compter dans les années à venir  presidentielles2022 httpstcoOvVcK8rL4J,a décept évident part 120000 adhérent sest install va compt anné ven presidentielles2022 httpstcoovvck8rl4j,0,None
18,Rendezvous ce matin à 8h10 sur Europe1 httpstcoLyvpzSgBns,rendezvous matin 8h10 europe1 httpstcolyvpzsgbn,0,None
17, La mécanique du vote utile impulsée par les sondages a fonctionné Mais il faut avancer par souci de cohérence nous appelons à voter Marine Le Pen car Emmanuel Macron est le principal adversaire  Europe1 MerciZemmour httpstcoF6geVBg22I,mécan vot util impuls sondag a fonction faut avanc souc cohérent appelon vot marin pen car emmanuel macron principal adversair europe1 mercizemmour httpstcof6gevbg22,0,None
14,À lheure où nous parlons il y aura 577 candidats R aux législatives Maintenant reste à savoir si il y aura un travail de coalitions ou dalliances avec Marine Le Pen audelà de R même avec des personnalités LR qui nappelleront pas à voter Macron  Europe1 MerciZemmour httpstcoppvVSAJOYh,lheur où parlon 577 candidat r législ mainten rest savoir si travail coalit dallianc marin pen audelà r personnal lr nappel vot macron europe1 mercizemmour httpstcoppvvsajoyh,0,None
13,Jétais ce matin linvitée de SoMabrouk sur Europe1 Pour regarder mon interview voici le lien vers sa rediffusion  httpstcoCAmJt2BbEo,jet matin linvit somabrouk europe1 regard interview voic lien ver rediffu httpstcocamjt2bbeo,0,None
12,Prête et vous  httpstcoI7T7iP6QvY,prêt httpstcoi7t7ip6qvy,0,None
11,Il y a 3 ans nous regardions impuissants et désespérés NotreDame brûlerCet étrange accident qui a bouleversé le monde entier doit nous faire prendre conscience de la fragilité de notre patrimoine qui mérite davantage dattention et de moyens pour être protégé et transmis httpstcoFHkTPQdSRW,a 3 an regard impuiss désesper notredam brûlercet étrang accident a boulevers mond enti doit fair prendr conscienc fragil patrimoin mérit davantag dattent moyen être proteg transm httpstcofhktpqdsrw,1,None
10,Je vous souhaite à tous ainsi quà vos familles de saintes et joyeuses fêtes de Pâques En union de prières avec tous les chrétiens du monde persécutés qui ne peuvent célébrer cette fête de la résurrection du Christ  httpstcoA8m2UBgTiL,souhait tous ains quà famill saint joyeux fêt pâqu union prier tous chrétien mond persécut peuvent célebr cet fêt résurrect christ httpstcoa8m2ubgtil,1,None
9,Après avoir soutenu ZemmourEric à lélection présidentielle jai décidé dadhérer au mouvement Reconquete2022 et de my impliquer pleinement Jai donc le plaisir de vous annoncer ma nomination comme viceprésidente exécutive 12 ,apres avoir soutenu zemmoureric lélect présidentiel jai décid dadher mouv reconquete2022 my impliqu plein jai donc plais annonc nomin comm viceprésident exécut 12,1,None
8,Je souhaite dorénavant mettre toute mon énergie dans la construction et le développement de ce jeune mouvement national plein davenir  22,souhait dorénav mettr tout énerg construct développ jeun mouv national plein daven 22,0,None
7, Je serai demain matin à 8h30 linvitée dApolline de Malherbe sur BFMTV et RMCInfo ApollineMatin httpstcoxR92m8eoA4,demain matin 8h30 linvit dapollin malherb bfmtv rmcinfo apollinematin httpstcoxr92m8eoa4,0,None
6, Je nai aucun regret car cétait un choix de convictions et de cohérence Reconquete2022 est un jeune mouvement plein davenir qui a posé des fondations solides et jai envie quil devienne la boussole idéologique de la droite dans les années à venir   ApollineMatin httpstcon4oNpv4XFW,nai aucun regret car cet choix convict cohérent reconquete2022 jeun mouv plein daven a pos fondat solid jai envi quil devien boussol idéolog droit anné ven apollinematin httpstcon4onpv4xfw,0,None
3, Avec ZemmourEric NicolasBay et G Peltier nous appelons à une grande coalition des droites et des patriotes autour de Reconquete2022 du RNational off des élus LR qui refusent des alliances avec la macronie et DLF Officiel pour les législatives httpstcoP7EWkRCWbk,zemmoureric nicolasbay g pelti appelon grand coalit droit patriot autour reconquete2022 rnational off élus lr refusent allianc macron dlf officiel législ httpstcop7ewkrcwbk,1,None
2, Suivez maintenant la 2e et dernière table ronde du colloque Europe Quel avenir pour le droit et les valeurs  organisé par lISSEP Lyon et MCC Budapest Les valeurs de lUnion européenne existentelles  Qui les définit Cest en direct   httpstcoS24fvgikjy,suiv mainten 2e derni tabl rond colloqu europ quel aven droit valeur organis lissep lyon mcc budapest valeur lunion européen existentel défin cest direct httpstcos24fvgikjy,0,None
1,Jétais ce matin linvitée dApolline de Malherbe sur BFMTV et RMCInfo Pour voir lémission cest par ici  ApollineMatinhttpstcoNOMPM788Zj,jet matin linvit dapollin malherb bfmtv rmcinfo voir lémiss cest ici apollinematinhttpstconompm788zj,0,None
31, Vous navez pas le droit dêtre la génération à quoi bon  car vous avez la chance de vivre à lombre de nombreuses grandes figures de notre histoire  Jeanne dArc La Rochejaquelein Napoléon Hélie de Saint Marc Vous navez pas le droit de vous dérober   ZemmourJeunes httpstcoD2Qhviuvnb,nav droit dêtr géner quoi bon car chanc vivr lombr nombreux grand figur histoir jeann darc rochejaquelein napoléon hel saint marc nav droit dérob zemmourjeun httpstcod2qhviuvnb,1,None
32, Vous êtes la génération qui réfléchit avant de sortir à la rue quil faudra éviter qui peut mourir pour un mauvais regard Vous êtes la génération à qui lon ne fera pas croire que le grand remplacement est une théorie et linsécurité un sentiment   ZemmourJeunes httpstcoqyygBuLWwk,géner réflech avant sort ru quil faudr évit peut mour mauv regard géner lon fer croir grand remplac théor linsécur sent zemmourjeun httpstcoqyygbulwwk,0,None
