,review,clear_review,predicted,candidat
74,En cette journée de la visibilité Trans nous réaffirmons notre soutien aux victimes de transphobie revendiquons légalité des droits la prise en charge des parcours de transition par la sécu et rappelons que OUI  la transphobie tue Poutou2022  TDOV httpstco8vwLdI1Huj,cet journ visibil tran réaffirmon soutien victim transphob revendiquon légal droit pris charg parcour transit sécu rappelon oui transphob tu poutou2022 tdov httpstco8vwldi1huj,0,None
73,Les soirées de meeting se suivent et se ressemblent et cest une bonne nouvelle  Salle comble ce soir à Nantes belle ambiance on lâche rien et la campagne anticapitaliste se poursuit  httpstco12EkXy2TYn,soir meeting suivent ressemblent cest bon nouvel sall combl soir nant bel ambianc lâch rien campagn anticapital poursuit httpstco12ekxy2tyn,1,None
71,Cest ce soir à Tours  httpstcokTSxe08s0r,cest soir tour httpstcoktsxe08s0r,0,None
70,Encore une salle remplie ce soir à Tours on a dû refuser du monde on est vraiment désolés Et on ne remercie pas la mairie qui na pas voulu nous accorder une plus grande salle Mais super ambiance ici ça donne envie de continuer anticapitalistes radicaux et décomplexés  httpstcoybkja2vFM9,encor sall rempl soir tour a dû refus mond vrai désol remerc mair na voulu accord plus grand sall sup ambianc ici ça don envi continu anticapital radical décomplex httpstcoybkja2vfm9,1,None
69,On se retrouve demain matin sur RMC et BFMTV  httpstcoWpsHOkIKL9,retrouv demain matin rmc bfmtv httpstcowpshokikl9,1,None
65,À tout à lheure sur RMC et BFMTV  httpstconLLjxe0p1C,tout lheur rmc bfmtv httpstconlljxe0p1c,0,None
62,Super meeting à Paris au Cirque dHiver dans une magnifique salle remplie chaleureuse et motivée 1600 personnes au rendezvous avec des interventions de camarades en lutte ici et ailleurs Notre campagne anticapitaliste se poursuit on est bien là  httpstco2eIZCFeXrD,sup meeting paris cirqu dhiv magnif sall rempl chaleur motiv 1600 person rendezvous intervent camarad lutt ici ailleur campagn anticapital poursuit bien là httpstco2eizcfexrd,1,None
121,Conférence de presse depuis Ajaccio  on revient sur la révolte de la jeunesse corse et le soutien à la lutte et la colère du peuple corse avec les camarades de aMancaNaziunale httpstcoTrW3jMG5uZ,conférent press depuis ajaccio revient révolt jeuness cors soutien lutt coler peupl cors camarad amancanaziunal httpstcotrw3jmg5uz,1,None
60,Rendezvous ce soir au JT de TF1  httpstcoTTo4HsS5iJ,rendezvous soir jt tf1 httpstcotto4hss5ij,0,None
59,On se retrouve dans 10 minutes sur France Info radio  httpstcoqrQDERkScR,retrouv 10 minut franc info radio httpstcoqrqderkscr,0,None
58,Rendezvous demain soir à Bayonne  httpstcohnClQpQVzd,rendezvous demain soir bayon httpstcohnclqpqvzd,0,None
75,Rencontre avec les salariées des Champs libres à Rennes notamment les personnels de la bibliothèque en grève pour défendre un service public correct et les conditions de travail en premier lieu les jours de repos face au mépris de ladministration et de la mairie httpstcocnWrfKMWd7,rencontr salari champ libr ren not personnel bibliothequ grev défendr servic public correct condit travail premi lieu jour repos fac mepr ladministr mair httpstcocnwrfkmwd7,0,None
57,Clip de campagne Poutou2022 2 long  contre les oppressions httpstcoo1V31dnCTA,clip campagn poutou2022 2 long contr oppress httpstcoo1v31dnct,0,None
90,Rendezvous demain matin sur LCI  httpstcom8yZLuI5px,rendezvous demain matin lci httpstcom8yzlui5px,0,None
93,Olivier Besancenot sur france2   nous sommes pour que le peuple ukrainien puissent se défendre On est aussi pour le soutien aux russes qui sont contre la guerre Il faut différencier les peuples de leurs dirigeants  poutou2022,olivi besancenot france2 peupl ukrainien puissent défendr auss soutien russ contr guerr faut différenci peupl leur dirig poutou2022,1,None
120,Depuis Ajaccio Réponse a M6 sur  estce que pour vous la question de lindépendance et de lautonomie qui est aujourdhui exprimée par la révolte de la jeunesse corse est légitime   httpstcogVhtko3Qde,depuis ajaccio répons a m6 estce question lindépend lautonom aujourdhui exprim révolt jeuness cors légitim httpstcogvhtko3qd,1,None
119,Interview en direct depuis Ajaccio en Corse à partir de 22h sur France Info httpstcoqa9l4pqWMO,interview direct depuis ajaccio cors part 22h franc info httpstcoqa9l4pqwmo,0,None
118,Solidarité cest ce jeudi à Millau httpstcoToBohQawWv,solidar cest jeud millau httpstcotobohqawwv,0,None
117,Quand ça pète comme en Corse cest légitime car la première des violences est celle de lÉtat et du gouvernement qui condamnent les gens à la souffrance sociale À force dopprimer les gens de ne pas les respecter cest normal quils se révoltent leur révolte est légitime httpstcoQM1TcSFgA8,quand ça pet comm cors cest légitim car premi violenc cel létat gouvern condamnent gen souffranc social forc dopprim gen respect cest normal quil révoltent révolt légitim httpstcoqm1tcsfga8,1,None
116,Nous avons visité les locaux du journal La Marseillaise fondé au moment de la libération de Marseille pendant la guerre et du côté des luttes des salariéEs httpstcouHClEGK5sW,visit local journal marseillais fond moment liber marseil pend guerr côt lutt salari httpstcouhclegk5sw,1,None
115,Rencontre avec les camarades de la CGT BouchesduRhône qui invitent tous les candidats de notre camp Super discussions sur nos revendications notre combat contre le gouvernement et lextrêmedroite nos perspectives pour une autre société httpstcoJJXDP6mcM6,rencontr camarad cgt bouchesdurhôn invitent tous candidat camp sup discuss revend combat contr gouvern lextrêmedroit perspect autr societ httpstcojjxdp6mcm6,1,None
114,Soutien à la mobilisation contre le projet des mégabassines néfaste et dangereux pour lenvironnement et la population Soutien aussi aux militantes antibassines qui subissent une répression dÉtat bête et hargneuse Pour que la population décide de ce qui la concerne httpstcoIqXmxqas52,soutien mobilis contr projet mégabassin néfast danger lenviron popul soutien auss milit antibassin sub répress détat bêt hargneux popul décid concern httpstcoiqxmxqas52,0,None
113,Les rencontres sociales antifascistes auront lieu demain à Paris Bourse du travail Avec ateliers débats plénières La campagne est polluée par les idées nauséabondes de lextrême droite les fachos multiplient les attaques et les agressions construisons la riposte  httpstco4SkVpc3QPi,rencontr social antifasc lieu demain paris bours travail ateli débat pléni campagn pollu idé nauséabond lextrêm droit fachos multiplient attaqu agress construison ripost httpstco4skvpc3qp,1,None
111,Rendezvous samedi prochain au Cirque dHiver à Paris  httpstco4pFXAciaEn,rendezvous samed prochain cirqu dhiv paris httpstco4pfxaciaen,0,None
110,Interview de SalinguePauline porteparole de Philippe Poutou sur BFMTV ce dimanche 27 mars à propos de la campagne de lUkraine et des petits problèmes de Le Pen en Guadeloupe httpstcoiZ9mMsyaHg,interview salinguepaulin porteparol philipp poutou bfmtv dimanch 27 mar propos campagn lukrain petit problem pen guadeloup httpstcoiz9mmsyahg,0,None
109,On se retrouve à partir de 8h30 sur France Info TV et radio  httpstcoOdWwWWoVsH,retrouv part 8h30 franc info tv radio httpstcoodwwwwovsh,0,None
92,Olivier Besancenot sur france2   on veut socialiser les grandes entreprises de lénergie comme Total On veut que les salariés les contrôlent  poutou2022,olivi besancenot france2 veut socialis grand entrepris lénerg comm total veut salari contrôlent poutou2022,0,None
108,Quand les Corses enterraient Y Colonna les CRS de Furiani ont organisé un barbecue en chantant la Marseillaise et  On la eu  Une nouvelle preuve du caractère colonial de la présence française Solidarité avec le peuple corse pour son autodétermination et ses revendications httpstcoFgQI34SAWl,quand cors enterr colon cr furian organis barbecu chant marseillais nouvel preuv caracter colonial présenc français solidar peupl cors autodétermin revend httpstcofgqi34sawl,1,None
106,actupparis NPA officiel 14 BonjourLes axes principaux que nous défendrons dans notre campagne concernant les questions liées au VIH sont  Dépistage anonyme gratuit dans les tous les laboratoiresRégularisation de tous les sans papiers liberté de circulation et dinstallation,actuppar npa officiel 14 bonjourl axe principal défendron campagn concern question li vih dépistag anonym gratuit tous laboratoiresrégularis tous san papi libert circul dinstall,0,None
105,actupparis NPA officiel 24  accessibilité à la trithérapie pour toutes et levée des brevets multiplication des ouvertures des salles de consommation à moindre risque pour les usageres de drogues  suivi médical pour les PVVIH dans les prisons,actuppar npa officiel 24 accessibil trithérap tout lev brevet multipl ouvertur sall consomm moindr risqu usager drogu suiv médical pvvih prison,0,None
104,actupparis NPA officiel 34 maintien du lien entre patientes expertes et équipes scientifiquesabrogation de la loi de pénalisation de clients des TDSAugmenter les moyens financiers et techniques nécessaires pour lutter efficacement contre le VIH en France et à linternationaletc,actuppar npa officiel 34 maintien lien entre patient expert équip scientifiquesabrog loi pénalis client tdsaugment moyen financi techniqu nécessair lutt efficac contr vih franc linternationaletc,0,None
103,actupparis NPA officiel 44 Cest une base mais bien entendu nous serions enclins à poursuivre cette conversation et adapter nos revendications grâce à lexpertise de votre association,actuppar npa officiel 44 cest bas bien entendu enclin poursuivr cet convers adapt revend grâc lexpertis associ,0,None
102,200 personnes ce soir à Angoulême pour le meeting de campagne avec beaucoup beaucoup de jeunes Ça fait chaud au cœur et ça donne envie de continuer à se battre pour se faire entendre dans une campagne dans laquelle on nétait pas les bienvenus On est là  httpstco2MEAhmfsCe,200 person soir angoulêm meeting campagn beaucoup beaucoup jeun ça fait chaud cœur ça don envi continu battr fair entendr campagn laquel net bienvenus là httpstco2meahmfsc,0,None
101,On se retrouve sur RFI à partir de 8h20  httpstcoZr0Kmm1pA7,retrouv rfi part 8h20 httpstcozr0kmm1pa7,0,None
100,Clip officiel de campagne Poutou2022 1 version courte  présentation de notre candidature httpstcoWsrVu20n0S,clip officiel campagn poutou2022 1 version court présent candidatur httpstcowsrvu20n0,0,None
99,Clip officiel de campagne Poutou2022 1 long  présentation de la candidature httpstcoWkyo0oViwy,clip officiel campagn poutou2022 1 long présent candidatur httpstcowkyo0oviwy,0,None
96,Olivier Besancenot sur france2   on est pour linterdiction des licenciements Cest aux grandes entreprises de payer pour les petites en cas de problème Il faut partager le temps de travail pour travailler toutes et tous  poutou2022,olivi besancenot france2 linterdict licenci cest grand entrepris pai petit cas problem faut partag temp travail travaill tout tous poutou2022,0,None
95,Olivier Besancenot sur france2   si on partage le temps de travail on serait tous aux 30 heures et tout le monde pourrait travailler  poutou2022,olivi besancenot france2 si partag temp travail tous 30 heur tout mond pourr travaill poutou2022,1,None
94,Olivier Besancenot sur france2   le partage du temps de travail ce nest pas une mesure mathématique cest politique sous contrôle des salariés  poutou2022,olivi besancenot france2 partag temp travail nest mesur mathémat cest polit sous contrôl salari poutou2022,0,None
107,Rendezvous ce soir à Angoulême  httpstcoGdx9vyDxRu,rendezvous soir angoulêm httpstcogdx9vydxru,0,None
56,Cest ce soir à Bayonne  httpstcosY1BRp9xv9,cest soir bayon httpstcosy1brp9xv9,0,None
122,Interview en direct depuis Ajaccio en Corse à partir de 13h20 sur France Bleu httpstconLrmQB4YzN,interview direct depuis ajaccio cors part 13h20 franc bleu httpstconlrmqb4yzn,0,None
54,Au 20h de TF1 hier soir Si on veut répondre aux urgences sociales il va falloir prendre largent aux milliardaires qui volent la collectivité comme votre patron Martin Bouygues httpstcow1i30F0ihU,20h tf1 hi soir si veut répondr urgenc social va falloir prendr largent milliardair volent collect comm patron martin bouygu httpstcow1i30f0ihu,0,None
32,Clip Poutou2022 7  UkrainePour ce clip on a voulu donner la parole à des militants russe et ukrainienne qui se battent contre la guerre de Poutine pour quils nous racontent leur point de vue httpstcoVFY88fjmxF,clip poutou2022 7 ukrainepour clip a voulu don parol milit russ ukrainien battent contr guerr poutin quil racontent point vu httpstcovfy88fjmxf,0,None
30,Cest ce soir à Toulouse  httpstcoO5DuiWjceY,cest soir toulous httpstcoo5duiwjcey,0,None
29,Dans 10 minutes olbesancenot sera en direct sur LCI httpstco4QsCGdqkHW,10 minut olbesancenot direct lci httpstco4qscgdqkhw,0,None
55,Clip de campagne Poutou2022 3 court  pour lemploi et les salaires httpstcoYgx54pHCVf,clip campagn poutou2022 3 court lemploi salair httpstcoygx54phcvf,0,None
27,Meeting de Toulouse httpstcoIZdWolW3pu,meeting toulous httpstcoizdwolw3pu,0,None
26,Salle comble et même un peu plus ce soir à Toulouse 1300 1400 1500 personnes difficile de compter et ça cest toujours bon signe Dernier jour de campagne demain à Grenoble on continue et on lâche rien  httpstcoJimC8PP8TM,sall combl peu plus soir toulous 1300 1400 1500 person difficil compt ça cest toujour bon sign derni jour campagn demain grenobl continu lâch rien httpstcojimc8pp8tm,1,None
25,Clip Poutou2022 9  liberté de circulation et dinstallation pour les migrantEs Au NPA nous sommes solidaires de toutes les exploitées et de toutes les opprimées Dans le court temps dont nous disposons nous voulons leur donner la parole httpstcojt07Exz0Be,clip poutou2022 9 libert circul dinstall migr npa solidair tout exploit tout opprim court temp dont disposon voulon don parol httpstcojt07exz0b,0,None
24,Pour bien finir la campagne deux meetings aujourdhui à Grenoble  httpstcojr9J6J6vcR,bien fin campagn deux meeting aujourdhui grenobl httpstcojr9j6j6vcr,0,None
23,Rencontre à Grenoble avec Franck Perrin de la CGT Thales Trixell pour parler de leur projet de relancement de limagerie médicale en France Mais également leur grève depuis plus de 8 semaines pour laugmentation des salaires solidarité httpstco9IxcXkTO1y,rencontr grenobl franck perrin cgt thal trixel parl projet relanc limager médical franc égal grev depuis plus 8 semain laugment salair solidar httpstco9ixcxkto1y,1,None
21,Lalternative anticapitaliste est internationale merci aux camarades de Anticapitalistas pour leur soutien  httpstco44rNp0N4Qw,laltern anticapital international merc camarad anticapitalist soutien httpstco44rnp0n4qw,1,None
33,Salle comble ce soir à Bordeaux pour notre meeting de campagne avec encore une fois beaucoup de jeunes Ça donne la pêche pour la dernière ligne droite avant le premier tour et aussi pour les batailles sociales quil va falloir mener ensuite On est là et on lâche rien  httpstcoJbjawbJpzP,sall combl soir bordeau meeting campagn encor fois beaucoup jeun ça don pêch derni lign droit avant premi tour auss bataill social quil va falloir men ensuit là lâch rien httpstcojbjawbjpzp,1,None
19,450 personnes à Grenoble au dernier meeting de cette formidable campagne  Et dimanche dans la suite de la campagne on vote pour Poutou  A très vite dans les luttes  poutou poutou2022 httpstco4fBl8WWekK,450 person grenobl derni meeting cet formid campagn dimanch suit campagn vot poutou a tres vit lutt poutou poutou2022 httpstco4fbl8wwekk,1,None
17,Fin de la campagne officielle Dans un contexte pourri notre campagne a eu un bel écho et quelque part on en est fiers car cétait pas gagné On espère que vous voterez pour vos convictions avec le cœur et la raison ça va ensemble Et on se retrouve vite Ça sera nécessaire,fin campagn officiel context pourr campagn a bel écho quelqu part fier car cet gagn esper vot convict cœur raison ça va ensembl retrouv vit ça nécessair,0,None
15,Déclaration de Philippe PoutouNous allons avoir besoin de débattre de confronter pour construire ensemble les mobilisations contre les attaques qui se dessinent mais aussi un outil politique  un parti pour tous les exploitéEs et les oppriméEshttpstco0Hh8731pld,déclar philipp poutounous allon avoir besoin débattr confront construir ensembl mobilis contr attaqu dessinent auss outil polit part tous exploit oppriméeshttpstco0hh8731pld,1,None
14,httpstcoFnJ4Yi8A7t,httpstcofnj4yi8a7t,0,None
13,Non Marine Le Pen nest pas lalliée des classes populaires Pas une voix pour Le Pen  httpstco64M3FQB4wl,non marin pen nest lalli class populair voix pen httpstco64m3fqb4wl,0,None
11,Parce que ça va mieux en le disant httpstcoCHKBqMjyS9,parc ça va mieux dis httpstcochkbqmjys9,0,None
8,Non Marine Le Pen nest pas lalliée des classes populaires Pas une voix pour Le Pen  httpstcoNu43rpKOFV,non marin pen nest lalli class populair voix pen httpstconu43rpkofv,0,None
4,Manifestation contre lextrême droite a Paris  le point fixe du NPA interdit manu militari par la Brav On ne nous empêchera pas de manifester  httpstcou23OgwbJwp,manifest contr lextrêm droit a paris point fix npa interd manu militar brav empêch manifest httpstcou23ogwbjwp,0,None
3,Courrier du NPA officiel à lUnion populaire Nous répondons favorablement à votre demande de rencontre pour discuter de la possibilité de candidatures communes aux élections législativeshttpstcoTEbDjHOo1s httpstcoJ6F0vRw9Sj,courri npa officiel lunion populair répondon favor demand rencontr discut possibil candidatur commun élect législativeshttpstcotebdjhoo1 httpstcoj6f0vrw9sj,0,None
2,Pour les droits et les libertés démocratiques contre lextradition de Julian Assange httpstcoy31C1qygSo,droit libert démocrat contr lextradit julian assang httpstcoy31c1qygso,0,None
1,Élections législatives communiqué du NPAUne nouvelle réunion entre le NPA et lUnion populaire doit avoir lieu en tout début de semaine Cest dans le respect de notre indépendance mais avec la ferme volonté daller jusquau bout du processus que nous y serons présents httpstco2YZYeUpAVl,élect législ communiqu npaun nouvel réunion entre npa lunion populair doit avoir lieu tout début semain cest respect indépend ferm volont dall jusquau bout processus présent httpstco2yzyeupavl,0,None
18,Lutilité du vote NPA VotonsPoutou Poutou2022 httpstcoGHOzm1rjjm,lutil vot npa votonspoutou poutou2022 httpstcoghozm1rjjm,0,None
34,Clip Poutou2022 6  Partage des richesses9 millions de pauvres des fins de mois pas faciles pour tousLe CAC 40 réalise  de 60 milliards de bénéfices par anIl faut prendre cet argent dans la poche des capitalistes pour le redistribuer httpstcoNBaliIT25I,clip poutou2022 6 partag richesses9 million pauvr fin mois facil tousl cac 40 réalis 60 milliard bénéfic anil faut prendr cet argent poch capital redistribu httpstconbaliit25,0,None
28,Pour bien finir la campagne deux meetings demain à Grenoble  httpstco5EE1jcsM0O,bien fin campagn deux meeting demain grenobl httpstco5ee1jcsm0o,0,None
51,Clip de campagne Poutou2022 3 long  pour lemploi et les salaires httpstcoDbXKMXFV2o,clip campagn poutou2022 3 long lemploi salair httpstcodbxkmxfv2o,0,None
35,Clip Poutou2022 4  Non à lautoritarisme et au racisme dÉtat httpstcoJvkomEfpnu,clip poutou2022 4 non lautoritar racism détat httpstcojvkomefpnu,0,None
46,Rdv pour Elysee2022 ce soir sur France 2 On a gagné le tirage au sort donc on passe en 1er 21h Et sachez quil ny aura pas au début la séquence de la semaine dernière avec les candidats dans la même loge on a refusé pas question de se retrouver avec Zemmour et Pécresse httpstcorPRoDIi7WB,rdv elysee2022 soir franc 2 a gagn tirag sort donc pass 1er 21h sach quil ny début séquenc semain derni candidat log a refus question retrouv zemmour pécress httpstcorprodii7wb,0,None
49,Juste pour préciser les choses  face au chantage exercé par les défenseurs acharnés du vote utile nous appelons bien à voter NPA utilement anticapitaliste préparant ainsi une mobilisation unitaire dans la rue contre le danger fasciste pour défendre nos vies et la planète,just précis chos fac chantag exerc défenseur acharn vot util appelon bien vot npa util anticapital prépar ains mobilis unitair ru contr dang fascist défendr vi planet,1,None
50,Olivier Besancenot en direct dans 10 minutes sur RMC  httpstcoO9ub27Sezw,olivi besancenot direct 10 minut rmc httpstcoo9ub27sezw,0,None
43,Après la présidentielle je chercherai un travail et je continuerai à construire le parti dont on a besoin pour combattre le capitalisme Elysee2022,apres présidentiel cherch travail continu construir part dont a besoin combattr capital elysee2022,0,None
52,Meeting réussi ce soir à Bayonne  180 personnes se sont retrouvées pour notre réunion de campagne dans une salle et une ambiance très sympa Dernière ligne droite avant le 1er tour encore des meetings à Bordeaux Toulouse et Grenoble On lâche rien  httpstcoT1OTWbeZoP,meeting réuss soir bayon 180 person retrouv réunion campagn sall ambianc tres symp derni lign droit avant 1er tour encor meeting bordeau toulous grenobl lâch rien httpstcot1otwbezop,1,None
42,Philippe Poutou sur France 2   Éric Zemmour  Vous parlez du fasciste raciste accusé dagression sexuelle   Elysee2022 httpstco0bPVmoiKrK,philipp poutou franc 2 éric zemmour parl fascist racist accus dagress sexuel elysee2022 httpstco0bpvmoikrk,0,None
47,Rendezvous demain soir à Bordeaux  httpstco12ZBgEXh9M,rendezvous demain soir bordeau httpstco12zbgexh9m,0,None
40,Clip Poutou2022 5  Un avenir pour les jeunes Alors que certains souhaitent voir la jeunesse marcher au pas on la préfère le poing levé  httpstcoIsJYNOOdfj,clip poutou2022 5 aven jeun alor certain souhaitent voir jeuness march préfer poing lev httpstcoisjynoodfj,1,None
39,Vous ne trouvez pas ça violent la pauvreté et quand une jeune se fait tirer dessus au LBD  Élysée2022 Poutou2022,trouv ça violent pauvret quand jeun fait tir dessus lbd élysée2022 poutou2022,0,None
53,Clip de campagne Poutou2022 2 court  contre les oppressions httpstco0mZvu77EcE,clip campagn poutou2022 2 court contr oppress httpstco0mzvu77ec,0,None
38,On se retrouve tout à lheure sur France 2  httpstcoTUuIDVm3uN,retrouv tout lheur franc 2 httpstcotuuidvm3un,1,None
37,Cest ce soir à Bordeaux  httpstcoHfDx3hIaCx,cest soir bordeau httpstcohfdx3hiacx,0,None
36,Bonjour enchanté httpstcozo1d4jTMf7,bonjour enchant httpstcozo1d4jtmf7,1,None
41,Bientôt la deuxième mitemps Elysee2022 httpstcoyXVDhsfHaM,bientôt deuxiem mitemp elysee2022 httpstcoyxvdhsfham,0,None
5,À loccasion de ce second tour pourri on ne le répètera jamais assez Pas une voix pour Le Pen notre pire ennemie Construisons la riposte sociale et antifasciste Toutes dans la rue samedi httpstcoanvA5SIY3t,loccas second tour pourr répet jam assez voix pen pir ennem construison ripost social antifasc tout ru samed httpstcoanva5siy3t,0,le pen
6,Pas une voix pour Le Pen  Riposte sociale et antifasciste  httpstcoMIYR6ID8Uc,voix pen ripost social antifasc httpstcomiyr6id8uc,1,le pen
7,Pas une voix pour le programme raciste et ultraréactionnaire de Le Pen  Toutes dans la rue contre lextrême droite  httpstco2DJmxAckHK,voix programm racist ultraréactionnair pen tout ru contr lextrêm droit httpstco2djmxackhk,0,le pen
9,Pas une voix pour le programme raciste et ultraréactionnaire de Le Pen  Toutes dans la rue contre lextrême droite  httpstcobsMTw5xKu9,voix programm racist ultraréactionnair pen tout ru contr lextrêm droit httpstcobsmtw5xku9,0,le pen
12,Pas une voix pour le programme raciste et ultraréactionnaire de Le Pen  Toutes dans la rue contre lextrême droite  httpstcoAL9SlRcR0o,voix programm racist ultraréactionnair pen tout ru contr lextrêm droit httpstcoal9slrcr0o,0,le pen
63,Pendant que ses copains les riches volent largent public Macron nous vole nos slogans Décidément ces gens osent tout cest même à ça quon les reconnaît httpstcofEZOtSG5bL,pend copain rich volent largent public macron vol slogan décid gen osent tout cest ça quon reconnaît httpstcofezotsg5bl,1,macron
48,Macron a refusé de venir mais en ce qui nous concerne on sera bien là ce soir sur France 2  httpstcoxx9USNzKUL,macron a refus ven concern bien là soir franc 2 httpstcoxx9usnzkul,0,macron
82,On est solidaire des populations palestinienne yéménite ukrainienne y compris avec les armes à la main Mais sans faire confiance à Macron ou à lOTAN LCI Poutou2022,solidair popul palestinien yéménit ukrainien compr arme main san fair confianc macron lotan lci poutou2022,0,macron
67,Bon désolé si ça a suscité de faux espoirs mais malheureusement cette information était bien datée du 1er avril Il ny aura pas de débat avec Macron avant le 1er tour puisquil le refuse complètementLe débat avec nous aura bien lieu mais entre les deux tours httpstcoAfT75Kh9bD,bon désol si ça a suscit faux espoir malheur cet inform bien dat 1er avril ny débat macron avant 1er tour puisquil refus complètementl débat bien lieu entre deux tour httpstcoaft75kh9bd,0,macron
45,Macron esquive le débat avec les candidats il essaie de se positionner au dessus de la mêlée cest antidémocratique Elysee2022,macron esquiv débat candidat essai position dessus mêl cest antidémocrat elysee2022,0,macron
44,Le vol par macron de notre slogan  nos vies valent plus que leurs profits  est indécent Cest à lopposé de ce quil a fait Ça cest violent Elysee2022,vol macron slogan vi valent plus leur profit indécent cest loppos quil a fait ça cest violent elysee2022,1,macron
72,Cela na pas encore été officialisé mais on narrive pas à le garder pour nous Emmanuel Macron a finalement accepté un débat avec nous   httpstcowg79hffpAe,cel na encor officialis narriv gard emmanuel macron a final accept débat httpstcowg79hffpa,0,macron
0,Et maintenant  Macron dégage  À nous de jouer et cest grâce à nos mobilisations que ça se passera httpstcowbK5XzWolN,mainten macron dégag jou cest grâc mobilis ça pass httpstcowbk5xzwoln,0,macron
16,Déclaration de Philippe Poutou suite au 1er tour de la présidentielle httpstcoeGNQdmtVn2,déclar philipp poutou suit 1er tour présidentiel httpstcoegnqdmtvn2,0,poutou
66,Tout à lheure SalinguePauline porteparole de la campagne Poutou sera invitée sur France Info httpstcovt91Iefhej,tout lheur salinguepaulin porteparol campagn poutou invit franc info httpstcovt91iefhej,0,poutou
68,Demain matin SalinguePauline porteparole de la campagne Poutou sera invitée sur France Info httpstcoOK5lBAfqWh,demain matin salinguepaulin porteparol campagn poutou invit franc info httpstcook5lbafqwh,0,poutou
20,Dernier clip de campagne  dimanche on vote Philippe Poutou  httpstcogbkt7Yffc3,derni clip campagn dimanch vot philipp poutou httpstcogbkt7yffc3,0,poutou
112,En direct de ClermontFerrand avec le 63Npa  beaucoup de monde venus nous écouter à la tribune à nos côtés Nico travailleur chez Auchan et Abdoul représentant du collectif Jeunes majeurs 63 Poutou Poutou2022 httpstcoupjamKiNPM,direct clermontferrand 63npa beaucoup mond venus écout tribun côt nico travailleur chez auchan abdoul représent collect jeun majeur 63 poutou poutou2022 httpstcoupjamkinpm,1,poutou
98,Olivier Besancenot porteparole de la campagne de Philippe Poutou sera invité ce soir au JT de France 2 httpstcoPZsTNH2SVm,olivi besancenot porteparol campagn philipp poutou invit soir jt franc 2 httpstcopzstnh2svm,0,poutou
97,Olivier Besancenot   Philippe Poutou est pour le droit à lautodétermination du peuple corse A lui de décider sil veut son indépendance ,olivi besancenot philipp poutou droit lautodétermin peupl cors a décid sil veut indépend,0,poutou
22,Laché de banderole sur le périph parisien Le message est clair  votons Poutou  Fin de la campagne officielle à minuit Poutou2022 httpstcoAvSkAxhCd3,lach banderol périph parisien messag clair voton poutou fin campagn officiel minuit poutou2022 httpstcoavskaxhcd3,0,poutou
