,review,clear_review,predicted,candidat
109,Gom4rt  Vraiment top  Émouvant même  Bravo est le premier mot qui me vient à lesprit ,gom4rt vrai top émouv bravo premi mot vient lespr,1,None
103,fochterature Faux cest bien plus avec les opés mais si tu veux une petite leçon déconomie je te conseille ceci gros bisou httpstcoidNG0mkKNW,fochteratur faux cest bien plus opé si veux petit leçon déconom conseil cec gros bisou httpstcoidng0mkknw,0,None
94,TheNekz Cest un ban temporaire ou définitif  Si cest définitif donne moi ton pseudo,thenekz cest ban temporair définit si cest définit don pseudo,0,None
93,KonbiniFr Poka Guru Incroyable quil y ait un article sur cette légende,konbinifr pok guru incroi quil articl cet légend,1,None
92,Frederic Molas YouTube Oui,frederic mol youtub oui,0,None
77,Fini quelle gigantesque claque httpstcooK1sMhGqcU,fin quel gigantesqu claqu httpstcook1smhgqcu,0,None
78,MasterSnakou omg quelle bonne décision Spriggan,mastersnakou omg quel bon décis spriggan,1,None
79,Nibellion Merited,nibellion merited,0,None
80,Gydias1 LVL 85 ici cest de plus en plus incroyable tu vas hallu,gydias1 lvl 85 ici cest plus plus incroi vas hallu,0,None
81,Hardisk Au secours,hardisk secour,0,None
82,mistermv Tes sur quel serv ,mistermv quel serv,0,None
83,pierrelapin emilweth Oupsi,pierrelapin emilweth oups,0,None
84,emilweth Je vais te suriner,emilweth vais surin,0,None
85,campuscodi gwillem Woops,campuscod gwillem woop,0,None
86,Frederic Molas Doit y avoir un système,frederic mol doit avoir system,0,None
87,toujoursthomas ELPEJI  Époustouflant,toujoursthom elpej époustoufl,1,None
88,djtweets poncefleur,djtweet poncefleur,0,None
89,ksdocu franceculture Non la photo est beaucoup trop vieille je nétais pas né,ksdocu francecultur non photo beaucoup trop vieil net né,0,None
90,Goodkatniro Mec désolé jai arrêté,goodkatniro mec désol jai arrêt,0,None
91,LeBordelDeMaVie Gratos si preuve,lebordeldemav gratos si preuv,0,None
110,Très chère AngleDroit  merci pour les travaux pour fêter ça voici un fan art qui vient droit du coeur nhésite pas à me donner ton opinion dessus  positive uniquement httpstcoEEP1qIxKPM,tres cher angledroit merc traval fêt ça voic fan art vient droit coeur nhésit don opinion dessus posit uniqu httpstcoeep1qixkpm,1,None
111,Très cher RoiLennon voici un petit fan art qui saura je lespère retranscrire tout ton charisme naturel qui inonde le monde depuis tant dannées maintenant nhésite pas à me dire ce que tu en penses avis positif uniquement httpstco8cuvXGsmQJ,tres cher roilennon voic pet fan art saur lesper retranscrir tout charism naturel inond mond depuis tant dann mainten nhésit dir pens avis posit uniqu httpstco8cuvxgsmqj,1,None
112,pierrelapin La série ,pierrelapin ser,0,None
113,Dazot,dazot,0,None
133,Lezgongue Zevent2021,lezgongu zevent2021,0,None
134,Ptit gnogni sur Back4Blood en compagnie de Frederic Molas Seb du Grenier amp Gom4rt  httpstcoNVgBL0GJsTad httpstcou4Lul4Clx7,ptit gnogn back4blood compagn frederic mol seb greni amp gom4rt httpstconvgbl0gjstad httpstcou4lul4clx7,0,None
135,DuyKhanhPhung A votre bon cœur,duykhanhphung a bon cœur,1,None
136,Euxiniar Jen ai rien à branler de ton avis de merde mon poto la bise de fou,euxiniar jen rien branl avis merd poto bis fou,0,None
137,aliajuuro Bien sûr mec  Si tu veux aider à le financer cest par ici httpstcobbNSGCQpW9 jespère que tu aimeras mec ,aliajuuro bien sûr mec si veux aid financ cest ici httpstcobbnsgcqpw9 jesper aim mec,1,None
138,Hello,hello,0,None
139,AREtoiles Désolé je follow quun seul compte,aretoil désol follow quun seul compt,0,None
140,AREtoiles Hésite pas à follow,aretoil hésit follow,0,None
141,AREtoiles Je nai même pas besoin de développer mon opinion par rapport à certaines images de cette vidéo les gens savent déjà,aretoil nai besoin développ opinion rapport certain imag cet vidéo gen savent déjà,0,None
142,poncefleur httpstcoFOAXe42cvj,poncefleur httpstcofoaxe42cvj,0,None
143,poncefleur Non moi,poncefleur non,0,None
144,tobyfox ,tobyfox,0,None
145,No Mans Sky avec AlphaCastFR cest maintenant et ici adhttpstcoNVgBL0GJsT httpstcoV1bODatHgE,no man sky alphacastfr cest mainten ici adhttpstconvgbl0gjst httpstcov1bodathg,0,None
146,mistermv Trouvé httpstcof02AMAOv17,mistermv trouv httpstcof02amaov17,0,None
147,AREtoiles TheGuill84 Moi jarrive pas du tout même,aretoil theguill84 jarriv tout,0,None
132,Mynthos Je vais te gnogni IRL,mynthos vais gnogn irl,0,None
76,TheRealStanLee Bon,therealstanle bon,1,None
131,MoMaNuS ZEventfr Et ton fiacos ,momanus zeventfr fiacos,0,None
129,kindelsen Mynthos Oui,kindelsen mynthos oui,0,None
114,Ya plus internet ZEVENT2021 httpstcopaPsraZZXp,ya plus internet zevent2021 httpstcopapsrazzxp,0,None
115,Bonjour Gom4rt  voici un joli fan art de ma part pour toi tu es super continue ce que tu fais nhésite pas à me donner ton opinion seulement positive sur ce petit dessin sans prétention httpstcoz1LMDX2YZL,bonjour gom4rt voic jol fan art part sup continu fais nhésit don opinion seul posit pet dessin san prétent httpstcoz1lmdx2yzl,1,None
116,Très cher Domingo bravo pour le marathon de Paris quel exploit  et pour Pop Corn en hommage voici un petit fan art de ma part dis moi ce que tu en penses  seulement si cest positif merci à toi httpstcojmnXXfxxns,tres cher domingo bravo marathon paris quel exploit pop corn hommag voic pet fan art part dis pens seul si cest posit merc httpstcojmnxxfxxn,1,None
117,Bonjour chère LittleBigWhale suite à ton concert dhier soir merveilleux je me suis dit quil est de bon ton de te faire un petit fan art peutêtre une future pochette dalbum  je plaisante bien sûrNhésite pas à me dire ce que tu en penses  seulement si positif httpstcoZDTEYLdIMp,bonjour cher littlebigwhal suit concert dhi soir merveil dit quil bon fair pet fan art peutêtr futur pochet dalbum plais bien sûrnhésit dir pens seul si posit httpstcozdteyldimp,1,None
118,Cher Mynthos voici un petit fan art que je tai concocté avec amour bien sûr pourraisje avoir ton opinion sincère dessus afin que je puisse maméliorer pour un éventuel suivant opinion positive uniquement merci httpstco6rg5ZnFI6S,cher mynthos voic pet fan art tai concoct amour bien sûr pourraisj avoir opinion sincer dessus afin puiss mamélior éventuel suiv opinion posit uniqu merc httpstco6rg5znfi6,1,None
119,H1 ZEVENT2021 httpstcoNVgBL0GJsT,h1 zevent2021 httpstconvgbl0gjst,0,None
120,httpstcopo0vmq7AYc,httpstcopo0vmq7ayc,0,None
121,Ambiance de fou dans le train pour ZEVENT2021 AmineMaTue httpstcoAvhPFoTa2A,ambianc fou train zevent2021 aminematu httpstcoavhpfota2,1,None
122,Jen ai peutêtre un peu trop fait ZEvent2021 httpstco2TnEk7s2ul,jen peutêtr peu trop fait zevent2021 httpstco2tnek7s2ul,0,None
123,DiscussingFilm ,discussingfilm,0,None
124,u marozsan Ludovic Bch 0ile   HortyUnderscore Baghera  Jones poncefleur ChatPuckle Nimeah  Xo Trixy diabalzane avamind  MoMaNuS Mieux vaut ça que dêtre un pathétique ragix sur Twitter mon ami,u marozsan ludovic bch 0il hortyunderscor bagh jon poncefleur chatpuckl nimeah xo trixy diabalzan avamind momanus mieux vaut ça dêtr pathet ragix twitt ami,0,None
125,Ludovic Bch 0ile   HortyUnderscore Baghera  Jones poncefleur ChatPuckle Nimeah  Xo Trixy diabalzane avamind  MoMaNuS Pourquoi ,ludovic bch 0il hortyunderscor bagh jon poncefleur chatpuckl nimeah xo trixy diabalzan avamind momanus pourquoi,0,None
126,Ptit Geomerding IRL par ici en compagnie de cet individu httpstcoTztvaz5zdROMENbyHP fr AMD France TPAMM ad httpstcolnXTaRAFLg,ptit geomerding irl ici compagn cet individu httpstcotztvaz5zdromenbyhp fr amd franc tpamm ad httpstcolnxtaraflg,0,None
127,AngleDroit  httpstcojn5uPoT47L,angledroit httpstcojn5upot47l,0,None
128,Et hop  Deuxième édition de Touche Pas A Ma Map  Ce sera le jeudi 21 octobre on sera au cast avec le joueur Konb légendaire jussetain  Ça va être nice  merci encore la photo cursedOMENbyHP fr AMD France TPAMM httpstcoO8XjgfCnB5,hop deuxiem édit touch a map jeud 21 octobr cast joueur konb légendair jussetain ça va être nic merc encor photo cursedomenbyhp fr amd franc tpamm httpstcoo8xjgfcnb5,1,None
130,GryselyBear MoMaNuS ZEventfr What the cut 38,gryselybear momanus zeventfr what the cut 38,0,None
75,annagjebreastan Juste imagine,annagjebreastan just imagin,0,None
74,Joyeux à vous,joyeux,0,None
73,mistermv old,mistermv old,0,None
20,Absolument historiquehttpstcobud1wZsfpnhttpstcobud1wZsfpnhttpstcobud1wZsfpn httpstcofIcr9BJVdl,absolu historiquehttpstcobud1wzsfpnhttpstcobud1wzsfpnhttpstcobud1wzsfpn httpstcoficr9bjvdl,0,None
21,jussetain ,jussetain,0,None
22,TwitchFR Et toujours pas de catégorie Just Chialing,twitchfr toujour catégor just chialing,1,None
23,Yekais ,yek,0,None
24,MarieCPalot Leau du robinet baise tout de toutes façons,mariecpalot leau robinet bais tout tout façon,0,None
25,FaroreFirone Le meilleur est à venir,farorefiron meilleur ven,1,None
26,FrenchTea13 Tkt ils sont tous démonétisés depuis des années télécharge les comme tu veux ,frenchtea13 tkt tous démonétis depuis anné télécharg comm veux,1,None
27,neoviIlage Mais questce que cest que cet article  Ils ont littéralement 6 ans de retard omg cest ouf,neoviilag questc cest cet articl littéral 6 an retard omg cest ouf,0,None
28,AREtoiles Techniquement tu pourrais être père tu es très fertile qui plus est,aretoil techniqu pourr être per tres fertil plus,0,None
29,MarieAmelie httpstcojoLo8rpgeH,marieamel httpstcojolo8rpgeh,0,None
30,SOKENsquareenix Deserved 100,sokensquareenix deserved 100,0,None
31,OOPSIE httpstco9um6vSu3Gb,oops httpstco9um6vsu3gb,0,None
32,Quent1 Sev Kayane ,quent1 sev kayan,0,None
33,HortyUnderscore Bien foutu les potes,hortyunderscor bien foutu pot,1,None
34,JSC Cest une parodie ,jsc cest parod,0,None
19,0045 Nous rejoignons également la bataille pour la France contre la fraude espagnole et limpérialisme américainhttpstcoNVgBL0GJsT,0045 rejoignon égal bataill franc contr fraud espagnol limpérial américainhttpstconvgbl0gjst,0,None
35,VincentMnV Légendaire,vincentmnv légendair,0,None
18,jariv,jariv,0,None
16,Cest trop,cest trop,0,None
1,didiir 67 En tous cas ils maiment pas cest sûr mais ça répond pas à la question en vrai En quoi cest si grave que je sois à chier sur twitch  Osef  Jsais pas je trouve ça bizarre,didiir 67 tous cas mai cest sûr ça répond question vrai quoi cest si grav chi twitch osef jsais trouv ça bizarr,0,None
2,didiir 67 Mec en vrai cest quoi le souci avec le fait que je sois à chier  Au pire tu ten fous un peu nan ,didiir 67 mec vrai cest quoi souc fait chi pir ten fous peu nan,0,None
3,L,,0,None
4,Onutrem ZeratoR Mince tu as tout mon soutien mec ,onutrem zerator minc tout soutien mec,0,None
5,Onutrem ZeratoR Jai peutêtre un autre variant,onutrem zerator jai peutêtr autr vari,0,None
6,ZeratoR je vais te tousser dessus dans la semaine Onutrem,zerator vais touss dessus semain onutrem,0,None
7,Après 2 ans et demi desquive covided pour la première fois lezgo,apres 2 an dem desquiv covided premi fois lezgo,0,None
8,At0mium  Tous ceux qui te disent que tu es pas prêt ont raison,at0mium tous ceux disent prêt raison,0,None
9,Mynthos Tkt,mynthos tkt,0,None
10,BrocanteGameTwi Sephirod  Asterionlebon Mec faut juste admettre quil ma bien baisé après youtube je suis une deuxième fois finito bien joué à lui par contre je lai jamais mute,brocantegametw sephirod asterionlebon mec faut just admettr quil bien bais apres youtub deuxiem fois finito bien jou contr lai jam mut,1,None
11,Jai croisé Rivenzi  à la ZLAN2022 très déçu cest un immense fils de pute  httpstco85UjpWsAJb,jai crois rivenz zlan2022 tres déçu cest immens fil put httpstco85ujpwsajb,0,None
12,poncefleur bizarre lambiance dans les rues de Lyon mec httpstco0hvjdJvlg1,poncefleur bizarr lambianc ru lyon mec httpstco0hvjdjvlg1,0,None
13,Natas Arrête,nat arrêt,0,None
14,KeenvOfficiel Game changer,keenvofficiel gam chang,0,None
15,Vous y étiez,,0,None
17,Full défensehttpstcoNVgBL0GJsT,full défensehttpstconvgbl0gjst,0,None
148,MVCDLM Un classique,mvcdlm classiqu,1,None
36,DarkThito En même temps cest très triste dêtre meilleur que toi,darkthito temp cest tres trist dêtr meilleur,1,None
38,httpstcoIqpcUoSianIl y a 10 ans jour pour jour quelle histoire merci à tous,httpstcoiqpcuosianil a 10 an jour jour quel histoir merc tous,1,None
58,ZeratoR Excellent jai adoré ,zerator excellent jai ador,1,None
59,ZeratoR Pas joué depuis longtemps RAF je me suis inscrit lezgo,zerator jou depuis longtemp raf inscrit lezgo,0,None
60,Ptit live loup garou M I N E C R A F T entre professionnels par icihttpstcoNVgBL0GJsTAMD France OMENbyHP fr sponso,ptit liv loup garou i e r a f entre professionnel icihttpstconvgbl0gjstamd franc omenbyhp fr sponso,0,None
61,LoL DFG Bon anniversaire Rivenzi  ,lol dfg bon anniversair rivenz,1,None
62,Ptit live sponso sur Humankind pour la sortie du DLC Cultures dAfrique avec ZeratoR lezgohttpstcoNVgBL0GJsT httpstcoflAFx5ocbx,ptit liv sponso humankind sort dlc cultur dafriqu zerator lezgohttpstconvgbl0gjst httpstcoflafx5ocbx,0,None
63,mistermv PlayStationFR Gigantesque dingz jespère que tu kifferas au delà de lopé,mistermv playstationfr gigantesqu dingz jesper kiff delà lop,0,None
64,Bon anniversaire LoL DFG ,bon anniversair lol dfg,1,None
65,ZeratoR GiusTV AlphaCastFR Bizarre ta photo,zerator giustv alphacastfr bizarr photo,0,None
66,Et hop  Sixième édition de Touche Pas A Mon Mate  Ce sera le vendredi 28 janvier à 20h  Ptit loupgarou UHC sur M I N E C R A F T avec des gens coolsOMENbyHP fr AMD FranceTPAMM ad httpstco4llk06EGsn,hop sixiem édit touch a mat vendred 28 janvi 20h ptit loupgarou uhc i e r a f gen coolsomenbyhp fr amd francetpamm ad httpstco4llk06egsn,1,None
67,Nuke Turtle Faux il est canon dans le lore,nuk turtl faux canon lor,0,None
68,httpstcozDIN9ehmim httpstcoGkoi42dGDF,httpstcozdin9ehmim httpstcogkoi42dgdf,0,None
69,louanben Jai été à chier mais on est là,louanben jai chi là,0,None
70,Lezgo  Le Grand 8 va commencer stream caritatif pour CoucouNousVoilo drôle de nom mais jolie cause avec plein de beau monde httpstcowMPczGmjQp httpstcowN2tYH38zg,lezgo grand 8 va commenc stream carit coucounousvoilo drôl nom jol caus plein beau mond httpstcowmpczgmjqp httpstcown2tyh38zg,1,None
71,N,,0,None
72,Rivenzi  Moi jai Bigard dans mes DM jen fais pas toute une histoire,rivenz jai bigard dm jen fais tout histoir,0,None
57,ZeratoR Actuellement en larme sur mon stream,zerator actuel larm stream,1,None
37,Pandrezz Ya plus mon glitch de lescalier,pandrezz ya plus glitch lescali,0,None
56,PopcornTalkshow Labsence dEnghienlesBains alors pôle majeur réel du 95 me dégoute vraiment,popcorntalkshow labsenc denghienlesbain alor pôl majeur réel 95 dégout vrai,0,None
54,OMG MARIO FOOT,omg mario foot,0,None
39,trop bien elden ring merci,trop bien elden ring merc,1,None
40,Première fois sur un jeu FromSoftware pour moi jai bien hâte  Rien nest plus plaisant que dêtre sponso sur un jeu auquel jaurais joué dans tous les cas En compagnie de AngleDroit  et coaché par Monsieur le maire AlphaCastFR 20h ce soirPartenariatBandaiNamco sponso httpstcoC8uwdMRmVI,premi fois jeu fromsoftwar jai bien hât rien nest plus plais dêtr sponso jeu auquel jaur jou tous cas compagn angledroit coach monsieur mair alphacastfr 20h soirpartenariatbandainamco sponso httpstcoc8uwdmrmv,0,None
41,Mynthos Welcome,mynthos welcom,0,None
42,mth sp7 hakudere Neiluj16 Cest fini pour toujours,mth sp7 hakuder neiluj16 cest fin toujour,0,None
43,KlinsenA MatteoRousselle xkimako ptdr ce cuistre,klinsen matteoroussel xkimako ptdr cuistr,0,None
44,poncefleur La chance dêtre au même concert que moi je comprends bro,poncefleur chanc dêtr concert comprend bro,0,None
45,mistermv Ouwwwiiii ouwiiiiiiiiiiiiii,mistermv ouwwwiiii ouwiiiiiiiiiiiiii,0,None
46,Le club,club,0,None
47,daftpunk Cest pour des NFT cest ça ,daftpunk cest nft cest ça,0,None
48,Rtj N VOILÀ,rtj voilà,0,None
49,AREtoiles Futur Mage Noir donc courage surtout,aretoil futur mag noir donc courag surtout,1,None
50, Eliedur Un immense classique,eliedur immens classiqu,1,None
51,ZeratoR My time,zerator my tim,0,None
52,Pandrezz Réel,pandrezz réel,0,None
53,En train découter la zizicacamixtape malgré tout ce quon a pu dire dessus sachez que cest vraiment de la giga merde  httpstcoDkwPzYQQBM,train décout zizicacamixtap malgr tout quon a pu dir dessus sach cest vrai gig merd httpstcodkwpzyqqbm,0,None
55,Ptit Gofroles spécial TheLegendofVoxMachina chez mistermv  la série PrimeVideoFR dans lunivers de CriticalRole adAvec FibreTigre lydia  am dazjdm mistermv httpstco0BsdZVlcB0 httpstcoWAIOmqcizl,ptit gofrol spécial thelegendofvoxmachin chez mistermv ser primevideofr luniver criticalrol adavec fibretigr lydi am dazjdm mistermv httpstco0bsdzvlcb0 httpstcowaiomqcizl,0,None
149,HortyUnderscore httpstco1A379WIv1H,hortyunderscor httpstco1a379wiv1h,0,None
