,review,clear_review,predicted,candidat
97,Jai besoin de vous De votre forceEtesvous prêts pour le combat  Etesvous prêts à aller arracher la victoire  Etesvous prêts à reconstruire la France   Moi je le suis alors suivezmoi Vive la République  Vive la France  PecressePresidente httpstco3uVokFCm0S,jai besoin forceetesvous prêt combat etesvous prêt aller arrach victoir etesvous prêt reconstruir franc alor suivezmoi viv républ viv franc pecressepresident httpstco3uvokfcm0,0,None
96,Nous sommes les seuls héritiers du Général de Gaulle de Jacques Chirac de Nicolas Sarkozy La droite Emmanuel Macron Marine Le Pen Eric Zemmour en sont les faussaires Nous en sommes nous les légataires PecressePresidente  httpstcoywnZ9pvMXA,seul hériti général gaull jacqu chirac nicol sarkozy droit emmanuel macron marin pen eric zemmour faussair légatair pecressepresident httpstcoywnz9pvmx,0,None
95, Retrouvezmoi ce lundi 4 avril sur RTLFrance à partir de 7h35 Pecresse2022 httpstcoKCESCTUeIC,retrouvezmoi lund 4 avril rtlfranc part 7h35 pecresse2022 httpstcokcesctueic,0,None
94,Il faudra que les autorités russes rendent des comptes de ces crimes abominables Pecresse2022 httpstco9yExHU2sXc,faudr autor russ rendent compt crim abomin pecresse2022 httpstco9yexhu2sxc,0,None
93,Zemmour Le Pen et Mélenchon ont une indulgence coupable avec Poutine qui les discrédite pour présider la France Poutine sera un interlocuteur indispensable pour la paix mais il ne peut plus devenir un allié de la France Pecresse2022 httpstcoaqcnAIFuVw,zemmour pen mélenchon indulgent coupabl poutin discrédit présid franc poutin interlocuteur indispens paix peut plus deven alli franc pecresse2022 httpstcoaqcnaifuvw,1,None
108,Je viens devant les Français telle que je suis et telle que je resterai Vous mavez vu gagner Vous mavez vu trébucher Vous mavez vu me relever Vous avez découvert ma résistance Ma vérité Je ne lâche rien Ce courage je veux le mettre à votre service PécressePrésidente httpstco3IjoIWusvr,vien dev franc tel tel rest mav vu gagn mav vu trébuch mav vu relev découvert résist vérit lâch rien courag veux mettr servic pécresseprésident httpstco3ijoiwusvr,1,None
89,Alors que les violences ont flambé depuis 5 ans je serai la Présidente de la République qui ramènera enfin lordre Mon quinquennat sera celui de limpunité zéro pour les voyous et les délinquantsMon projet pour la sécurité  httpstco4d2Uo3MqIC Pécresse2022 httpstcol4Tc26ir3N,alor violenc flamb depuis 5 an président républ ramen enfin lordr quinquennat celui limpun zéro voyous délinquantsmon projet sécur httpstco4d2uo3mqic pécresse2022 httpstcol4tc26ir3n,0,None
87,Quel accueil en Guadeloupe  Pecresse2022 httpstcoNdMQLa1kEl,quel accueil guadeloup pecresse2022 httpstcondmqla1kel,0,None
86,Quel bonheur dêtre ici avec vous Merci pour votre accueil si chaleureux Pecresse2022 httpstcoAiJO4czI8q,quel bonheur dêtr ici merc accueil si chaleur pecresse2022 httpstcoaijo4czi8q,1,None
85,PointeàPitre Pecresse2022 httpstcoE5WRTNphSB,pointeàpitr pecresse2022 httpstcoe5wrtnphsb,0,None
84,Visite de la sucrerie Gardel qui broie près de 85 de la Canne à sucre de Guadeloupe Une usine exemplaire en matière écologique Pecresse2022 httpstco1I3xpmOIdj,visit sucrer gardel broi pres 85 cann sucr guadeloup usin exemplair mati écolog pecresse2022 httpstco1i3xpmoidj,0,None
83, Instant selfie  Merci pour votre gentillesse Pecresse2022 httpstcoBwIhbDzYBW,instant self merc gentilless pecresse2022 httpstcobwihbdzybw,1,None
82, Oui une femme Présidente de la République cest possible   Rendezvous dès samedi en Guadeloupe pour voter Pecresse2022 httpstcoXAnNYgrZcd,oui femm président républ cest possibl rendezvous des samed guadeloup vot pecresse2022 httpstcoxannygrzcd,0,None
81,Je veux remettre de lordre à nos frontièresTournons enfin la page de 10 ans de laxisme migratoire avec un objectif clair  ne plus subir pour reprendre notre destin en main Mon projet pour mettre fin à limmigration incontrôlée httpstcocJSTq0Xwwy Pécresse2022 httpstcoGN9pB75cmd,veux remettr lordr frontièrestournon enfin pag 10 an laxism migratoir object clair plus sub reprendr destin main projet mettr fin limmigr incontrôl httpstcocjstq0xwwy pécresse2022 httpstcogn9pb75cmd,0,None
80,Mon projet pour la France est non seulement le meilleur mais il na suscité aucune critique Pareil pour mon bilan en IledeFrance Je fais ce que je disJe suis la seule qui fera les réformes Jai le courage le projet et lexpérience Pecresse2022 httpstco4Vo0eU2mYd,projet franc non seul meilleur na suscit aucun critiqu pareil bilan iledefr fais disj seul fer réform jai courag projet lexpérient pecresse2022 httpstco4vo0eu2myd,1,None
79,Contre lagribashing je restaurerai lagrifierté  Je serai la Présidente qui redonnera audace fierté et foi dans lavenir à nos campagnes et qui rendra confiance aux agriculteursMon projet Agriculture en intégralité  httpstcoSzIaxIhTCj Pécresse2022 httpstcoqqwzW31nlJ,contr lagribashing restaur lagrifiert président redon audac fiert foi laven campagn rendr confianc agriculteursmon projet agricultur intégral httpstcosziaxihtcj pécresse2022 httpstcoqqwzw31nlj,0,None
78, Retrouvezmoi ce soir dans lémission Elysee2022 sur France2tv à partir de 21h Pecresse2022 httpstcogYNVACktVo,retrouvezmoi soir lémiss elysee2022 france2tv part 21h pecresse2022 httpstcogynvacktvo,0,None
77,Soyez Français soyez libres  Nous allons faire mentir ceux qui nous expliquent que lélection est jouée Révoltezvous contre les scénarios écrits davance Rejoignezmoi  Pécresse2022 httpstcoBRpAOJI4Le,franc libr allon fair ment ceux expliquent lélect jou révoltezvous contr scénarios écrit davanc rejoignezmoi pécresse2022 httpstcobrpaoji4l,0,None
150,Nous devons nous doter dune véritable police fiscale avec des vrais moyens pour mettre fin à la fraude fiscale et la fraude sociale Pecresse2022 httpstcoOvurUbvfKG,devon dot dun vérit polic fiscal vrais moyen mettr fin fraud fiscal fraud social pecresse2022 httpstcoovurubvfkg,0,None
74,Oui jai trébuché au Zenith Mais cinq jours après au Cannet devant 3 000 personnes je me suis relevée et jai montré ma solidité ma force et ma sincérité Elysee2022 Pecresse2022 httpstcoIUUHeNtWzB,oui jai trébuch zenith cinq jour apres cannet dev 3 000 person relev jai montr solid forc sincer elysee2022 pecresse2022 httpstcoiuuhentwzb,1,None
73,Jai cette force en moi de me battre pour mes convictions car la France mérite mieux La France mérite de lordre dans la rue de lordre à ses frontières de reconstruire ses services publics que les Français vivent dignement de leur travail Elysee2022 Pecresse2022 httpstco2MqOmSMBCl,jai cet forc battr convict car franc mérit mieux franc mérit lordr ru lordr fronti reconstruir servic public franc vivent dign travail elysee2022 pecresse2022 httpstco2mqomsmbcl,0,None
88,Les conditions de la mort de JeremyCohen sont dune violence insoutenable Soutien absolu à sa famille et à ses proches Toute la lumière doit être faite sans délai sur ce lynchage ignoble qui pourrait être de nature antisémite Impunité zéro face aux barbares  httpstcoOYobQn7YJA,condit mort jeremycohen dun violenc insouten soutien absolu famill proch tout lumi doit être fait san del lynchag ignobl pourr être natur antisémit impun zéro fac barbar httpstcooyobqn7yj,1,None
109,Jappelle les Français à être des citoyens libres et à se révolter contre les scénarios écrits davanceRévoltezvous contre cette démocratie atrophiée dans laquelle le fond est sacrifié à la forme où les qualités pour séduire valent davantage que les qualités pour agir httpstco8ZKjfkC6Qb,jappel franc être citoyen libr révolt contr scénarios écrit davancerévoltezvous contr cet démocrat atrophi laquel fond sacrifi form où qualit séduir valent davantag qualit agir httpstco8zkjfkc6qb,1,None
110,Les valeurs de droite ça ne se falsifie pas ça ne sinstrumentalise pas Nous sommes les seuls héritiers du général de Gaulle et de ses successeurs Macron Le Pen et Zemmour sont les faussaires de la droite Nous nous en sommes les légataires PécressePrésidente httpstcowfVhzhdj5F,valeur droit ça falsif ça sinstrumentalis seul hériti général gaull successeur macron pen zemmour faussair droit légatair pécresseprésident httpstcowfvhzhdj5f,0,None
111,Vous avez compris le scénario cynique quEmmanuel Macron veut écrire Il veut une nouvelle fois un face à face avec les extrêmes pour sassurer de lemporter au 2ème tourMarine Le Pen et Eric Zemmour sont lassurance victoire dEmmanuel Macron PécressePrésidente httpstcoJ361UXkrEG,compr scénario cyniqu quemmanuel macron veut écrir veut nouvel fois fac fac extrêm sassur lemport 2em tourmarin pen eric zemmour lassur victoir demmanuel macron pécresseprésident httpstcoj361uxkreg,0,None
149,Je ne serai pas la présidente qui léguera une dette abyssale aux générations futures Jinstaurerai une règle dor budgétaire dans la Constitution pour respecter la trajectoire budgétaire Pécresse2022 httpstcoVnCUjp0zin,président légu det abyssal géner futur jinstaur regl dor budgétair constitu respect trajectoir budgétair pécresse2022 httpstcovncujp0zin,0,None
148,Je veux lutter contre lislam radical Je veux lutter contre la soumission des femmes Avec moi la République sera là pour aider toutes ces femmes que lon force à porter le voile Elles pourront porter plainte et on les soutiendra Pecresse2022 httpstcoV25SIeWXhd,veux lutt contr lislam radical veux lutt contr soumiss femm républ là aid tout femm lon forc port voil elle pourront port plaint soutiendr pecresse2022 httpstcov25siewxhd,1,None
147,La nationalité française ne doit pas sacquérir de façon automatique elle doit se demander parce quelle traduit une volonté de sassimiler Je mettrai fin au droit du sol automatique à 18 ans pour les enfants nés de parents étrangers Pécresse2022 httpstcoL2xboIbTr1,national français doit sacquer façon automat doit demand parc quel traduit volont sassimil mettr fin droit sol automat 18 an enfant né parent étranger pécresse2022 httpstcol2xboibtr1,0,None
146, Retrouvezmoi ce jeudi 31 mars sur LCI à partir de 8h25 Pecresse2022 httpstcoEBBBHnd1q5,retrouvezmoi jeud 31 mar lci part 8h25 pecresse2022 httpstcoebbbhnd1q5,0,None
143,Je suis la candidate du pouvoir dachat  augmentation de 10  des salaires nets sur le quinquennat libération des heures supplémentaires défiscalisées conversion des RTT en salaire sans charge Pecresse2022 httpstcoccZYuY8N4v,candidat pouvoir dachat augment 10 salair net quinquennat liber heur supplémentair défiscalis convers rtt salair san charg pecresse2022 httpstcocczyuy8n4v,0,None
142,Le gouvernement semble avoir quelque chose à cacher dans laffaire McKinsey Le Sénat dit quil y a des zones dombre Moi jattends de la transparence dans cette affaire McKinseyMacronGate  httpstcozsobSjlrEo,gouvern sembl avoir quelqu chos cach laffair mckinsey sénat dit quil a zon dombr jattend transparent cet affair mckinseymacrongat httpstcozsobsjlreo,0,None
141,Notre pays est affaibli après ces 10 années HollandeMacronCe bilan vous le connaissez  immigration totalement incontrôlée montée importante des violences services publics essentiels à bout de souffle explosion de la dette crise du pouvoir dachat Pecresse2022 httpstcoXRzaE9IWH3,pay affaibl apres 10 anné hollandemacronc bilan connaiss immigr total incontrôl mont import violenc servic public essentiel bout souffl explos det cris pouvoir dachat pecresse2022 httpstcoxrzae9iwh3,1,None
140,Je présente un projet de rupture qui permettra de reconstruire la France une France plus forte plus libre plus juste Ce projet je le mettrai en œuvre car je veux être une Présidente pour faire et non pour plaire Cest mon credo politique Pecresse2022 httpstcobwcbHcUp5C,présent projet ruptur permettr reconstruir franc franc plus fort plus libr plus just projet mettr œuvr car veux être président fair non plair cest credo polit pecresse2022 httpstcobwcbhcup5c,1,None
139,Nous tenons cette conférence de presse avec BrunoRetailleau pour présenter les premiers mois du quinquennatIl ny aura pas de fauxsemblant pas de louvoiements pas de demimesure  nos premiers mois seront consacrés au redressement national dont notre pays a tant besoin httpstco8WM32UUMFU,tenon cet conférent press brunoretailleau présent premi mois quinquennatil ny fauxsembl louvoi demimesur premi mois consacr redress national dont pay a tant besoin httpstco8wm32uumfu,0,None
138,La fraude fiscale et sociale sera une priorité absolue de ma présidence Elle sera confiée à un ministre délégué auprès du ministre de lÉconomie et des FinancesLa fraude cest du vol Pécresse2022 httpstcoHxQXetwAcs,fraud fiscal social priorit absolu président confi ministr délégu aupres ministr léconom financesl fraud cest vol pécresse2022 httpstcohxqxetwac,1,None
137,Quelle hypocrisie  Jai été la femme à abattre de la Macronie pendant toute cette campagne Marine Le Pen a été volontairement épargnée car Macron veut un duel avec elle Et non avec moi la candidate de droite qui seule peut le battre Pecresse2022 httpstcoU4Dy4mc80w,quel hypocris jai femm abattr macron pend tout cet campagn marin pen a volontair épargn car macron veut duel non candidat droit seul peut battr pecresse2022 httpstcou4dy4mc80w,0,None
136,La crise sanitaire a mis à jour lappauvrissement sans précédent de notre système de santé Jaurai le courage de faire les réformes profondes dont nous avons besoin pour donner un accès à la santé partout et pour tousMon projet santé httpstcoRvyrl3Jc7L Pécresse2022 httpstcoJ6k2l8e4V6,cris sanitair a mis jour lappauvr san précédent system sant jaur courag fair réform profond dont besoin don acces sant partout tousmon projet sant httpstcorvyrl3jc7l pécresse2022 httpstcoj6k2l8e4v6,0,None
133,Hier soir les policiers mont dit quils avaient deux problèmes  pas assez de vidéoprotection pour les aider à lutter contre les checkpoints et les trafics et pas assez de sanctions contre ces trafiquantsLes promesses qui ont été faites ne sont pas tenues Pecresse2022  httpstcoOcAV4T35Qt,hi soir polici mont dit quil deux problem assez vidéoprotect aid lutt contr checkpoint trafic assez sanction contr trafiquantsl promess fait tenu pecresse2022 httpstcoocav4t35qt,0,None
132,À Rognac près de Marseille rencontre avec des policiers et des gendarmesJe rétablirai lordre en France Jimposerai des peines planchers pour les multirécidivistes Et ceux qui agressent une figure dautorité  au moins 1 an de prison ferme Pecresse2022 httpstcoaZDJWteran,rognac pres marseil rencontr polici gendarmesj rétabl lordr franc jimpos pein plancher multirécidiv ceux agressent figur dautor moin 1 an prison ferm pecresse2022 httpstcoazdjwteran,0,None
131,Merci pour votre accueil à Hyères  Pecresse2022 httpstcoccjdjYDwsf,merc accueil hyer pecresse2022 httpstcoccjdjydwsf,1,None
130,Merci aux habitants de la Crau dans le Var de leur accueil si chaleureux  Pecresse2022 httpstcocCWvE53m0t,merc habit crau var accueil si chaleur pecresse2022 httpstcoccwve53m0t,1,None
129,Ici on joue aux boules et on parle de la France quon aime   Pecresse2022 httpstco5yuIsiklPa,ici jou boul parl franc quon aim pecresse2022 httpstco5yuisiklp,1,None
112,Les Français et eux seuls font lélection Jamais les sondages La seule chose qui compte cest la voix du peuple de France Et le peuple de France est un peuple libre impatient de tourner la page de ce quinquennat pour presque rien PécressePrésidente httpstcoveWsWgKRYM,franc seul font lélect jam sondag seul chos compt cest voix peupl franc peupl franc peupl libr impatient tourn pag quinquennat presqu rien pécresseprésident httpstcovewswgkrym,0,None
113,Le 10 avril je compte sur vous et vous pouvez compter sur moi  Votez pour le courage de faire PecressePresidente  httpstcozH3qSZUgra,10 avril compt pouv compt vot courag fair pecressepresident httpstcozh3qszugr,0,None
114, Quel accueil quelle ambiance merci à tous de votre présence aujourdhui  PecressePresidente httpstcoLEhuWwwQRT,quel accueil quel ambianc merc tous présenc aujourdhui pecressepresident httpstcolehuwwwqrt,1,None
115,Jaurai le courage de faire ce quil faut pour reconstruire la France que nous aimons Je vous en fais le serment PécressePrésidente httpstcooviKbT9mCN,jaur courag fair quil faut reconstruir franc aimon fais serment pécresseprésident httpstcoovikbt9mcn,0,None
116,La politique familiale est un immense progrès et une fierté française mais elle a été consciencieusement détricotée par 10 années de mandat HollandeMacron Je referai de la famille un pilier de la NationMon projet les familles  httpstco046vIblKBV Pécresse2022 httpstcof53hBJPN5Z,polit familial immens progres fiert français a conscienci détricot 10 anné mandat hollandemacron ref famill pili nationmon projet famill httpstco046viblkbv pécresse2022 httpstcof53hbjpn5z,1,None
117,Il y a aujourdhui plus de 7 000 français qui souffrent dautisme et qui doivent aller se faire héberger à létranger Je ne laccepte pas Cest intolérable Oui je développerai lhabitat inclusif et ces Foyers daccueil pour que chaque Français ait droit à la même dignité httpstcoUTd47iOkpx,a aujourdhui plus 7 000 franc souffrent dautism doivent aller fair héberg létrang laccept cest intoler oui développ lhabitat inclus foyer daccueil chaqu franc droit dignit httpstcoutd47iokpx,0,None
71,Aujourdhui il y a une explosion de la violence dans notre paysLe problème cest le sentiment dimpunité quon les délinquants Il faut mettre fin à ce sentiment avec un plan durgence pour la justice Cest ce que je propose Elyséee2022 Pecresse2022 httpstcoccqvT7e8pf,aujourdhui a explos violenc paysl problem cest sent dimpun quon délinqu faut mettr fin sent plan durgenc justic cest propos elyséee2022 pecresse2022 httpstcoccqvt7e8pf,0,None
118,En cette journée mondiale de sensibilisation à lautisme je me suis rendue dans le foyer Michelle Darty pour rappeler mon attachement à ce que notre pays puisse offrir une vie digne à tous les Français en particulier à ceux qui sont en situation de fragilité Pécresse2022 httpstconBrqtnDw6J,cet journ mondial sensibilis lautism rendu foi michel darty rappel attach pay puiss offrir vi dign tous franc particuli ceux situat fragil pécresse2022 httpstconbrqtndw6j,1,None
120,Nous avons neuf jours pour écrire notre destin Saisissons tous ensemble cette chance quest la France   Pecresse2022 httpstcoI4xQKlHLx8,neuf jour écrir destin sais tous ensembl cet chanc quest franc pecresse2022 httpstcoi4xqklhlx8,1,None
121,Il nous reste une semaine pour infléchir notre destin Ne croyez pas ceux qui vous disent que lélection est pliée Allez convaincre les indécis et les sceptiques Vous avez à portée de main un instrument inestimable un bulletin de vote Utilisezle  Pecresse2022 httpstcoHaueH3XKKJ,rest semain inflech destin croi ceux disent lélect pli allez convaincr indec sceptiqu port main instrument inestim bulletin vot utilisezl pecresse2022 httpstcohaueh3xkkj,0,None
123,Oui dans mon projet il y a deux fois plus déconomies que de dépenses Je suis la seule Il y a aussi deux fois plus de baisses dimpôts que dans le projet dEmmanuel MacronCest normal je suis deux fois plus audacieuse Pecresse2022 httpstco6dFRnDdXmd,oui projet a deux fois plus déconom dépens seul a auss deux fois plus baiss dimpôt projet demmanuel macroncest normal deux fois plus audaci pecresse2022 httpstco6dfrnddxmd,0,None
125,Il nous reste neuf jours Neuf jours pour décider du destin de la France Allonsnous rester une grande Nation unie autour de nos valeurs ou seronsnous une communauté éclatée en mosaïque  Oui il va falloir réconcilier les Français pour refaire Nation  Pecresse2022 httpstcoaHExZ6UxF0,rest neuf jour neuf jour décid destin franc allonsnous rest grand nation uni autour valeur seronsnous communaut éclat mosaïqu oui va falloir réconcili franc refair nation pecresse2022 httpstcoahexz6uxf0,1,None
126,Je créerai Laura une juridiction spécialisée pour que les plaintes soient instruites dans les 72h et les ordonnances de protection  avec bracelets antirapprochement si nécessaireprescrites dans la semaine Il faut mettre fin à lomerta httpstcouZtBsIS89I,cré laur juridict spécialis plaint instruit 72h ordon protect bracelet antirapproch si nécessaireprescrit semain faut mettr fin lomert httpstcouztbsis89,0,None
128, Merci pour votre bienveillance et votre indéfectible soutien Pecresse2022 httpstcomNUcYU4cs4,merc bienveil indéfectibl soutien pecresse2022 httpstcomnucyu4cs4,1,None
119,Il rêvait que les politiques arrêtent demmerder les Français il défendait lindustrialisation et la modernisation ancré dans son terroir dAuvergne et son refuge Yvelinois Il incarnait la France  Hommage soit rendu à Georges Pompidou Je veux être digne de son héritage  httpstcodYwekmwRy6,rêv polit arrêtent demmerd franc défend lindustrialis modernis ancré terroir dauvergn refug yvelinois incarn franc hommag rendu georg pompidou veux être dign héritag httpstcodywekmwry6,1,None
70,Retrouvezmoi ce matin à partir de 8h30 sur franceinfo Pecresse2022 httpstcoPRuLNC9GEB,retrouvezmoi matin part 8h30 franceinfo pecresse2022 httpstcoprulnc9geb,0,None
75,Si vous voulez des beauxparleurs qui font des promesses à 250 milliards  alors votez Zemmour Le Pen Macron ou Mélenchon Mon projet est financé il est sérieux Je revendique de rendre largent aux Français de reconstruire les services publics et de reconstruire la France httpstco1XsNyXEuvX,si voul beauxparleur font promess 250 milliard alor vot zemmour pen macron mélenchon projet financ sérieux revend rendr largent franc reconstruir servic public reconstruir franc httpstco1xsnyxeuvx,0,None
33,Israël encore frappé par une attaque au cœur de TelAviv Mes pensées pour les victimes et leurs proches les blessés et tout le peuple israélien httpstco75KqBp3NlY,israël encor frapp attaqu cœur telaviv pens victim leur proch bless tout peupl israélien httpstco75kqbp3nly,1,None
36, Retrouvezmoi demain matin sur franceinter à partir de 8h20 Pecresse2022 httpstcoQ0poZWhbnE,retrouvezmoi demain matin franceint part 8h20 pecresse2022 httpstcoq0pozwhbn,0,None
35,Jétais ce soir aux côtés des riverains du quartier de la Guillotière à Lyon Je veux mettre fin à limpuissance publique et ramener lordre partout sur le territoire de la République Les Français ont le droit de vivre tranquillement partout où ils le veulent Pecresse2022 httpstcoQhxnxsdB8u,jet soir côt riverain quarti guilloti lyon veux mettr fin limpuiss publiqu ramen lordr partout territoir républ franc droit vivr tranquill partout où veulent pecresse2022 httpstcoqhxnxsdb8u,0,None
34,Les violences ont explosé en France et on a un Président de la République qui regarde ailleurs Je serai la Présidente de limpunité zéro et du retour à lordre Pecresse2022 httpstcouWtjml5t0R,violenc explos franc a président républ regard ailleur président limpun zéro retour lordr pecresse2022 httpstcouwtjml5t0r,0,None
68,Il faut arrêter de croire ceux qui veulent plaire plutôt que faire Je demande à être jugée sur mes actes partout où je suis passée jai fait Ma candidature est sérieuse et mon projet est financé Contrairement aux autres je ne promets que ce que je peux tenir Pécresse2022 httpstco8oGW5gN6KC,faut arrêt croir ceux veulent plair plutôt fair demand être jug acte partout où pass jai fait candidatur sérieux projet financ contrair autr promet peux ten pécresse2022 httpstco8ogw5gn6kc,0,None
31,Mon projet est écologique mais pas décroissantJe réinvestirai le nucléaire car je veux une France Zéro carbone et je veux une France de la sobriété et du recyclage avec des solutions concrètes aides au recyclage des téléphones et ordinateurs fin des 5000 décharges sauvages httpstcoqL3RklNwpT,projet écolog décroissantj réinvest nucléair car veux franc zéro carbon veux franc sobriet recyclag solut concret aid recyclag téléphon ordin fin 5000 décharg sauvag httpstcoql3rklnwpt,0,None
30,Mon projet est le plus solide  autorité immigration justice pouvoir dachat retraites Ce programme je le ferai parce que jai toujours fait ce que jai dit et je nai jamais cédé face à la rue Je le dis avant pour pouvoir le faire après Elysée2022 JeVotePécresse httpstcoatP1YDvkiw,projet plus solid autor immigr justic pouvoir dachat retrait programm fer parc jai toujour fait jai dit nai jam ced fac ru dis avant pouvoir fair apres elysée2022 jevotepécress httpstcoatp1ydvkiw,0,None
28,Je souhaite que les Francais me placent au deuxieme tour Quils ne soient dupes daucun faussaire de la droite Si tel netait pas le cas comme je lai toujours fait je dirai clairement quel sera mon vote et je dirai le chemin que je pense le bon pour la France,souhait franc placent deuxiem tour quil dup daucun faussair droit si tel net cas comm lai toujour fait dir clair quel vot dir chemin pens bon franc,0,None
27,Je lancerai un grand plan Orsec pour notre justice pour quelle puisse juger vite et bien et enfin mettre fin au désarmement pénal mis en place par Christiane Taubira et poursuivi par Emmanuel MacronMon projet pour la justice  httpstco4d2Uo3MqIC JeVotePécresse httpstcow2wmw44Y72,lanc grand plan orsec justic quel puiss jug vit bien enfin mettr fin désarm pénal mis plac christian taub poursuiv emmanuel macronmon projet justic httpstco4d2uo3mqic jevotepécress httpstcow2wmw44y72,0,None
26,Révoltezvous contre les faussaires de la droite Restez fidèles aux convictions qui sont les nôtres Détournezvous des imposteurs qui se réclament de la droite alors quils naspirent quà la faire disparaitre Résistez aux sirènes de la démagogie httpstcoeaFE4eas5E,révoltezvous contr faussair droit rest fidel convict nôtr détournezvous imposteur recl droit alor quil nasp quà fair disparaitr résist siren démagog httpstcoeafe4eas5,0,None
24,Face au village de Cairanne dans le Vaucluse Je veux restaurer notre démocratie locale faire enfin confiance aux élus locaux et mettre en place légalité pour les territoires ruraux Pecresse2022  httpstco8idLQgRaS1,fac villag cairann vauclus veux restaur démocrat local fair enfin confianc élus local mettr plac légal territoir rural pecresse2022 httpstco8idlqgras1,0,None
23, Retraites pouvoir dachat logement sécurité ruralité éducation  quel plaisir de pouvoir dialoguer directement avec vous dans le Vaucluse Pecresse2022 httpstcot5AOA3TiKk,retrait pouvoir dachat log sécur rural éduc quel plais pouvoir dialogu direct vauclus pecresse2022 httpstcot5aoa3tikk,1,None
22,Jai une formidable équipe de France autour de moi Oui nous sommes prêts à diriger la France Alors dimanche votez pour la droite Pecresse2022 httpstcoPskQOMGpJk,jai formid équip franc autour oui prêt dirig franc alor dimanch vot droit pecresse2022 httpstcopskqomgpjk,1,None
21, Merci pour votre accueil si chaleureux dans le Vaucluse Pecresse2022 httpstcol4YQZ5nDA3,merc accueil si chaleur vauclus pecresse2022 httpstcol4yqz5nda3,1,None
