,review,clear_review,predicted,candidat
6,BSP rj Kammeto ya r mec ca part dun bon sentiment je le sais ,bsp rj kammeto ya r mec ca part dun bon sent sais,0,None
7,BSP rj Kammeto laisse les recruteurs KC faire leur taff je te jure que ca fait plus peur quautre chose pour un joueur qui na pas été approché par KC de recevoir 2838 messages des fans,bsp rj kammeto laiss recruteur kc fair taff jur ca fait plus peur quautr chos joueur na approch kc recevoir 2838 messag fan,0,None
8,Cest le top16 du Pound Tournoi qualificatif aux worlds de Smash bros un francais est dans le top16 cest Gluto et ya des joueurs de fou team lighthttpstco4Pq7HehiuT httpstcoiwZP2vx4I7,cest top16 pound tournoi qualif world smash bros franc top16 cest gluto ya joueur fou team lighthttpstco4pq7hehiut httpstcoiwzp2vx4i7,0,None
9,arthurdercu TraYt0N tate mes boules ,arthurdercu trayt0n tat boul,0,None
10,TraYt0N assez daccord avec le fait que les Animaux Fantastiques cest une masterclass mais jpréfère la saga de Tate,trayt0n assez daccord fait animal fantast cest masterclass jpréfer sag tat,0,None
11,GGidole gluto va plier un classique ce soir affiche ton sourire,ggidol gluto va pli classiqu soir affich sourir,0,None
12,ElJulio91 cest cool de prendre la température des fois,eljulio91 cest cool prendr températur fois,0,None
13,philawksophy après la tempête vient le soleil cest scientifique,philawksophy apres tempêt vient soleil cest scientif,0,None
14,Kingel raph SNIXX ROB je ne suis quanimateur tout le monde me bat kingel,kingel raph snixx rob quanim tout mond bat kingel,1,None
15,JMi57365 ohhhhhh joyeux anniversaire a la pitchoune,jmi57365 ohhhhhh joyeux anniversair a pitchoun,0,None
16,kingFleck reveillé a 13H du matin jai un croissant on est ensemble,kingfleck reveil a 13h matin jai croiss ensembl,0,None
17,SNIXX ROB hate quon se rejoue en off,snixx rob hat quon rejou off,0,None
18,MaulCKX ture ,maulckx tur,0,None
19,igonths désolé jme suis permis,igonth désol jme perm,0,None
20,Erwan41669411 18h,erwan41669411 18h,0,None
21,CoconutsX38 ton ptit cul la,coconutsx38 ptit cul,0,None
46,RebeuDeter Hâte quon se frappe dessus pendant 45 heures avec ton little mac sur le meilleur jeu existant,rebeudet hât quon frapp dessus pend 45 heur littl mac meilleur jeu exist,1,None
47,RebeuDeter Jsuis trop tendu en ce moment billy il me faut des vacances jai envie de demarrer tout le monde,rebeudet jsuis trop tendu moment billy faut vacanc jai envi demarr tout mond,1,None
